Duration,Stimulus_condition,Response
1.45,1,1.062144783
0.9,2,0.918780654
0.975,2,0.632799166
0.825,0,0.718101253
0.9,0,0.701783191
1.375,2,0.833993704
1.375,1,0.967723216
1.525,1,0.834293281
1.525,2,0.868304109
0.9,1,0.703375486
0.75,0,0.711809936
1.05,1,0.766200527
0.75,1,0.719607725
1.375,2,0.889135739
1.125,2,0.875795042
0.825,2,0.78343621
1.125,0,0.814678369
1.525,1,1.003564784
0.75,1,0.741682111
1.45,0,1.15107283
1.05,0,1.012249835
1.45,0,1.272914338
0.9,0,0.842826519
0.975,0,0.946458133
1.25,0,0.991361465
1.05,2,1.098044917
1.525,0,1.072934921
1.25,0,1.047699169
1.25,0,1.240581712
1.125,2,1.073771337
1.125,0,0.823572533
1.125,0,1.028227832
1.45,1,1.149831658
1.05,1,0.890486691
0.9,0,0.991910702
0.75,1,0.615958958
1.375,0,1.06115822
1.45,1,1.001942147
0.975,0,1.093382487
1.45,2,1.200747863
1.05,0,1.05776609
1.25,2,1.014236219
1.25,0,0.813180934
1.375,0,1.188474155
0.975,0,0.687176829
0.9,2,0.696552131
0.825,0,0.631516003
0.975,0,0.945534186
1.525,2,1.270496477
0.975,1,0.979465335
1.525,1,1.229000288
1.45,0,1.147977511
1.25,2,0.944599878
0.825,0,1.018013655
0.975,0,1.185310957
1.05,2,0.791908468
1.125,1,0.777641822
1.45,2,0.906398183
1.375,0,0.8735446
1.525,0,1.020548942
0.75,2,0.745627214
1.125,1,1.007484692
1.25,2,1.132508989
1.375,0,1.070216004
1.45,0,1.306162638
1.25,1,1.04738363
1.05,1,0.81975549
1.45,0,0.497759856
1.25,1,1.051968873
0.75,0,0.623417911
0.975,2,1.067737869
1.45,2,1.146243321
1.05,0,1.026606888
0.9,0,0.998619951
0.825,0,0.757641218
0.9,0,0.869417086
1.05,2,1.141915539
1.525,0,1.111707412
0.975,0,1.101723226
1.125,2,0.999810724
0.9,1,0.760718291
1.05,0,0.917791662
0.9,1,0.871792297
1.525,0,1.096576329
1.125,0,1.023804684
1.375,2,1.21539918
1.05,0,1.145493674
1.375,1,1.066460212
0.9,0,0.935228241
0.975,1,0.868469688
1.375,0,1.024217703
0.825,1,0.841022851
1.45,0,1.007679467
0.975,2,0.873996824
0.825,1,0.847419225
1.25,0,0.999873358
0.75,0,0.72144468
0.9,2,0.872595987
1.525,2,1.022503073
1.25,0,1.171249732
1.125,1,1.217217367
0.825,1,0.699273392
1.125,0,1.109031081
0.75,0,0.768198132
1.525,0,1.201271953
0.75,2,0.871910224
0.825,0,0.895887261
1.375,0,0.942068564
1.25,1,0.999642532
0.825,2,0.898619478
1.375,1,1.019653193
0.975,1,0.877397565
0.825,0,0.878319981
0.75,0,0.683478139
1.125,0,0.889052934
0.825,2,1.012563162
1.05,0,0.859350714
0.75,0,0.874727372
0.75,2,0.720556693
1.525,0,0.793922677
