Duration,Stimulus_condition,Response
0.825,0,1.054425149
1.125,1,0.72121305
0.975,2,0.886465301
1.125,0,1.048539909
1.05,0,0.90370077
0.75,1,0.704791262
1.525,2,1.223193625
1.525,1,1.187499023
0.825,1,0.905432468
1.45,0,1.206908131
0.975,0,0.839958187
0.975,2,0.820871445
1.05,1,0.9198805
1.05,0,0.987002552
1.375,0,1.197276099
0.825,2,0.698406424
1.125,0,0.946083401
0.825,0,0.768700118
1.25,0,0.960380222
1.05,0,1.174767302
1.125,0,1.190433146
1.25,0,1.051674776
0.75,0,0.74574665
0.75,0,0.852528012
0.975,1,0.6977728
1.375,0,1.143080574
1.525,2,1.09401958
1.05,1,0.946074551
1.375,0,1.1481352
1.25,0,1.185770796
0.825,0,0.966752974
1.25,2,0.999945077
1.125,2,0.975770767
0.9,1,1.027935581
0.9,0,0.941663217
1.05,0,1.025890809
1.45,0,1.057596354
1.05,2,0.913828414
0.9,2,0.793167762
0.975,2,0.873994465
0.75,2,0.695928242
1.45,1,1.055492687
1.125,1,0.951047406
1.375,1,1.13043011
1.375,0,0.958954173
0.825,0,0.916502447
0.975,0,0.761685111
1.45,2,0.945769569
1.45,0,0.897501141
1.125,0,0.889807924
0.75,1,0.855222305
1.375,0,1.185421215
1.525,0,1.26816844
1.05,0,1.06529701
1.525,0,1.514093624
0.75,0,0.840966228
0.75,0,0.648626773
0.825,1,0.863917879
0.9,0,0.944063124
0.9,0,0.781191499
0.9,0,0.748544145
1.45,1,1.267810039
1.525,0,1.424718094
1.25,0,1.258220041
1.25,1,1.186524408
1.525,0,1.281847781
1.05,0,1.281587623
1.375,2,0.966102761
0.825,0,0.75685388
1.125,2,1.170537058
1.375,2,1.119085606
1.525,0,1.416385588
0.9,1,0.669580405
1.375,2,0.901799336
0.75,0,0.956454486
1.125,1,0.961976314
1.45,2,1.164509106
0.975,0,1.081585955
1.45,0,1.020817695
0.975,0,1.063449788
0.975,0,0.867087956
0.825,2,0.80614451
0.9,0,0.961127134
0.75,1,0.76437523
0.75,2,0.668746476
1.45,0,1.317937158
1.25,2,0.82812852
0.975,1,0.827063009
1.25,1,0.907156051
0.9,2,0.700306333
1.45,0,0.935263094
1.25,0,1.271050604
1.45,1,1.250784693
0.975,1,1.091536465
1.25,0,1.101407055
1.375,1,0.995972806
1.25,2,0.900873179
0.9,2,0.917863746
1.05,2,0.87274121
1.45,2,1.027693352
1.525,1,1.162930409
0.825,0,0.895786972
1.375,1,0.873389953
0.975,0,0.913209958
0.9,1,0.854107412
1.525,2,0.992119786
1.05,2,0.899746989
0.825,2,0.849965156
1.25,1,0.739499676
1.125,0,1.065140113
1.125,0,0.85545774
1.525,0,1.178077833
0.9,0,0.922663512
1.125,2,0.781719306
1.525,1,1.169999507
0.75,2,0.688533926
0.825,1,0.655829702
1.375,0,0.911232485
0.75,0,0.772847091
1.05,1,0.818574096
