Duration,Stimulus_condition,Response
0.825,1,0.516185675
0.975,0,0.817087494
1.25,2,0.862466733
1.05,2,0.868397857
0.75,0,0.384142463
0.75,0,0.462685652
1.05,2,0.725385308
1.125,0,1.177775796
1.525,1,1.364442319
1.375,0,1.194552741
1.525,2,0.973999857
1.45,0,1.41249329
1.25,0,1.149585688
0.975,1,0.885169359
1.125,0,0.992936371
0.9,2,0.992876657
1.25,2,0.833574099
0.975,2,0.94889782
1.25,0,1.015050142
0.825,1,0.75953746
1.45,2,1.048979872
0.825,2,0.783386314
0.75,2,0.830355045
1.125,1,0.807905127
0.75,0,0.629892831
0.825,0,0.704475372
1.125,2,0.873674078
0.975,0,0.812420332
1.375,0,1.244772693
1.525,1,1.231192825
1.375,1,1.407462323
1.45,2,1.279908839
0.825,0,0.866880046
0.825,0,0.533475306
1.45,0,1.179675379
0.975,0,0.814447007
1.25,2,1.236985006
0.75,2,0.563842963
1.45,0,1.383843489
0.975,2,0.997323247
1.125,2,1.013411595
0.9,0,0.944523923
0.825,2,0.476118905
1.525,0,1.400455954
0.75,1,0.541398131
0.75,0,0.547544763
1.25,0,1.1607725
0.975,0,0.918817905
0.825,0,0.813107666
1.125,1,0.875038519
1.25,1,1.190040092
1.25,1,1.237090457
1.05,1,0.925592597
1.25,0,1.127862577
1.525,0,1.164175243
0.75,2,0.467555246
0.975,1,0.930733378
1.25,0,1.183817142
0.9,2,0.532047058
1.375,2,1.258630663
1.05,0,1.08894148
1.375,1,1.121724706
0.9,0,0.627233859
0.975,0,1.000241553
1.45,0,1.276179641
1.525,0,1.438678825
0.975,1,0.904030875
0.75,0,0.660823572
0.9,1,0.832248738
0.75,0,0.609859017
0.75,1,0.629375268
1.375,0,1.234143703
1.375,0,1.435323753
1.525,2,1.381507494
0.9,0,0.778076134
1.125,2,1.07823961
1.05,0,1.002553909
1.125,0,0.830182168
1.45,1,1.227988948
1.25,1,1.199635228
1.45,0,1.352258705
0.9,0,0.897431103
1.375,2,1.308755224
0.9,1,0.768987535
1.125,0,1.109658305
1.05,0,0.85038191
0.975,0,0.796469744
1.05,1,1.160833538
0.975,2,0.902616311
0.9,0,0.836600634
1.525,0,1.395198063
0.75,1,0.772465386
1.05,2,0.962706788
1.525,0,1.56114344
1.525,2,1.353060353
1.125,0,1.025881004
0.825,1,0.793283471
1.45,1,1.331304784
0.9,0,0.681979946
0.9,1,0.630425567
0.9,2,0.702987993
1.375,0,0.59643073
1.525,0,1.276949272
0.825,0,0.460071478
1.375,0,1.329808701
1.05,0,0.858465815
1.375,2,1.271979463
1.45,1,1.355030075
1.05,0,1.089275901
1.45,2,1.250290427
1.25,0,1.138752968
0.825,0,0.630641777
1.05,0,1.028861788
0.825,2,0.766684459
1.45,0,1.288216668
1.125,0,1.032002963
1.375,1,1.225329139
1.05,1,0.97254227
1.125,1,1.091883557
1.525,1,1.394650769
