Duration,Stimulus_condition,Response
0.75,0,0.746565613
1.05,1,1.157003611
1.125,1,0.559873442
0.9,2,0.469111962
1.525,2,0.981056605
0.975,1,0.595098172
1.05,0,0.732821105
0.825,0,0.788052461
1.25,2,0.703799151
1.125,0,0.916364041
0.75,0,0.534092625
1.525,1,1.032038605
1.05,0,0.960070223
0.975,2,0.759019234
0.9,0,0.83581183
1.25,1,0.791241191
0.9,1,0.593147596
0.975,0,0.796492527
1.525,0,1.04923526
1.125,0,0.911336638
1.125,1,0.701066564
1.525,1,1.008670626
1.525,0,1.339655197
1.375,1,1.238366523
0.975,1,1.033139432
0.975,1,0.790720453
1.05,2,0.972721209
1.05,2,0.890379347
0.825,2,0.708270248
1.45,2,0.875239019
1.525,2,1.132833256
0.75,0,0.640226785
1.375,0,1.230497268
1.25,2,1.084350707
0.9,0,1.098587026
1.375,0,1.131380989
1.45,0,1.167753154
0.975,0,0.984344394
0.825,0,0.655427429
0.825,2,0.617292173
1.45,2,0.964449371
1.25,0,1.097282305
1.125,2,0.64711264
0.75,1,0.622116112
0.975,0,0.897055199
1.125,2,0.838107604
0.9,2,0.97838367
0.75,0,0.6037349
0.9,0,0.635220097
0.975,2,0.602150089
1.45,1,0.93678915
1.45,0,1.100398246
1.525,0,1.126731114
1.05,0,1.144997706
0.975,2,0.688405519
1.45,0,0.836232385
0.825,0,0.615860585
1.25,1,0.876884786
1.45,1,0.821186337
1.25,0,1.057418694
1.375,2,0.912670081
1.125,0,1.100896674
1.05,1,0.631394269
1.125,0,0.861279375
1.375,2,0.749326076
1.525,2,0.905864765
1.525,0,1.157785087
1.375,2,0.777653866
1.525,0,1.154681748
1.25,0,0.968601577
0.975,0,0.8400581
0.9,0,0.958508588
1.45,0,0.692322509
0.75,0,0.65944085
0.9,1,0.633833163
1.25,1,0.789937353
1.125,1,0.712076326
1.45,0,1.060458003
1.25,0,1.148468075
1.375,0,1.213243312
0.825,0,0.693018313
1.05,0,1.016775799
0.975,0,0.864782486
0.9,0,0.80373763
1.375,1,0.717171743
1.125,0,1.028664808
0.75,0,0.72107387
0.825,0,0.854792819
1.45,2,0.988646845
0.825,1,0.936377824
1.05,1,0.625121754
0.75,2,0.524395487
1.375,0,1.33608002
0.825,1,0.563938473
1.05,0,0.686052452
0.9,1,0.800305185
0.75,1,0.669039745
0.75,2,0.588140133
0.9,2,0.682719208
1.375,1,0.663947411
1.25,0,1.007932617
1.525,0,0.981268319
0.825,0,1.005314514
1.125,0,0.873625584
1.05,0,0.928441874
1.45,1,0.935938808
0.75,2,0.750769523
1.525,1,0.797005108
1.05,2,0.815660345
1.45,0,1.120131595
1.25,0,0.972046834
0.825,2,0.74706335
0.9,0,0.873044231
0.975,0,1.127942869
1.375,0,1.040737142
1.375,0,1.162397366
1.25,2,0.869633132
0.75,1,0.900381763
0.825,1,0.67414601
1.125,2,0.926611157
