Duration,Stimulus_condition,Response
1.25,0,1.174761299
0.825,1,0.83163391
1.25,0,1.29802385
1.05,1,0.826784708
1.525,0,1.147219572
0.975,1,0.901693656
1.25,0,1.207168294
1.45,0,1.313871968
1.375,1,1.245092979
1.05,0,0.945932002
0.75,2,0.605310032
0.75,1,0.524781021
1.375,0,1.103641464
1.45,1,1.254114885
1.25,2,0.914751284
1.05,1,0.857851912
0.75,1,0.550500244
1.525,2,1.199980213
1.525,0,1.471320296
1.45,0,1.304792044
0.975,1,0.905898286
1.525,0,1.615980664
0.975,0,0.898100278
1.45,2,1.236147948
1.125,2,0.913694691
1.125,0,0.904296046
1.125,0,0.979789133
0.825,1,0.951944549
1.375,1,1.215741521
0.9,2,0.857269155
1.45,0,1.339921587
1.125,0,1.049579172
0.975,0,0.933278636
0.75,1,0.290101027
0.9,1,0.894778868
0.825,0,0.746350761
1.125,0,0.300848556
0.9,1,1.041195132
0.825,0,0.814062146
1.375,0,1.149407544
0.9,0,1.091468109
1.125,0,0.846374411
0.825,1,1.015795101
1.05,2,0.863905474
0.975,2,0.776829787
1.525,0,1.24579294
1.375,0,1.391848427
1.375,0,1.027636794
1.05,2,0.917452994
0.75,0,0.427258209
1.525,1,1.223468439
0.825,2,0.698940265
1.05,0,0.79836225
0.9,1,0.876503757
0.825,2,0.530997468
0.75,0,0.845774812
0.9,0,0.810378828
1.05,1,1.132345448
0.75,0,0.419094234
0.75,2,0.545615375
0.9,2,0.840766073
1.45,0,1.148171285
1.05,0,0.941461273
1.125,1,0.948165304
0.9,0,0.797934588
1.525,2,1.152139675
1.525,0,1.403529447
1.25,2,1.163692412
0.975,0,0.840166165
1.375,2,1.025729113
0.9,0,0.606582938
1.525,2,0.935671516
0.975,1,0.98362313
1.125,2,0.883041141
0.75,2,0.508080076
1.25,0,1.244883596
1.25,1,1.162484777
1.45,1,1.215384092
1.375,0,1.181301927
1.525,1,1.153494185
0.75,0,0.712449489
0.975,0,0.845282649
0.825,0,0.985820818
1.25,0,0.583806782
0.825,0,0.990709158
1.375,2,1.110748798
1.25,0,1.133911176
1.125,2,1.038636771
0.75,0,0.566875787
0.975,0,0.845167443
1.525,0,0.163184339
0.75,0,0.694557445
1.05,0,0.877907857
0.825,2,0.771617241
1.45,2,0.962284513
1.375,0,1.26852169
1.375,2,1.10633821
1.375,1,1.171892315
1.45,1,1.337496728
0.825,0,0.703042628
1.05,2,0.525545893
1.45,0,1.225836751
0.9,0,0.896798319
0.975,0,0.879438193
1.25,1,1.137157906
1.25,2,1.035130265
0.825,0,0.783196557
1.05,0,0.735848822
1.05,0,1.067532498
1.125,1,0.182368643
1.45,2,0.222996659
0.975,2,0.674356858
0.9,0,0.517138147
1.25,1,0.632765369
0.975,2,0.19025074
1.125,0,0.215983912
1.125,1,0.566240362
0.9,2,0.602824841
1.525,1,0.982802399
1.45,0,1.119988822
