Duration,Stimulus_condition,Response
0.825,1,1.030108709
0.75,1,0.653325586
0.825,0,0.783433498
0.975,0,0.952615188
1.45,0,1.365117146
0.975,1,0.929060921
0.975,0,0.821244485
0.75,1,0.777824337
1.05,0,0.950723503
0.9,0,0.866208513
1.125,0,0.922167425
1.375,1,1.159854832
1.25,1,1.007527754
1.05,2,0.877686309
0.75,0,0.606306847
1.125,0,1.140971479
0.825,2,0.698554137
0.975,0,1.07079793
0.825,1,0.793995605
1.125,0,0.963191694
0.825,2,0.72848698
1.375,2,1.088815529
1.25,0,1.160212586
1.375,0,1.210275234
0.9,0,0.955352983
1.375,0,1.225462036
0.9,0,0.649874316
0.975,1,0.977969546
1.45,0,1.263476772
0.9,2,0.771926531
0.825,2,0.77322851
0.825,0,0.758344414
0.75,2,0.898396555
1.45,2,1.114420984
1.05,0,1.202895691
0.825,1,0.922460238
1.125,1,0.921484744
1.125,0,1.068609196
1.05,1,0.915706867
0.975,1,1.010559707
0.825,0,0.722435256
1.45,1,1.125999617
0.75,0,0.693663954
0.75,0,0.825208985
1.525,2,1.154773071
0.9,0,0.790415916
1.25,1,1.139281645
1.125,2,0.886834309
0.9,2,0.780144136
1.125,1,1.011289052
1.45,0,1.258411223
1.05,0,0.928541541
0.825,0,0.933271412
0.75,2,0.743466645
1.375,0,1.321545913
1.525,1,1.37839376
1.25,2,1.025738886
1.25,1,1.163212612
1.25,0,1.265060878
1.05,1,1.061376535
1.25,2,1.039838523
0.975,2,1.062107524
0.75,1,0.60460885
1.525,1,1.114081839
1.125,2,1.187627791
1.125,1,1.071881394
0.75,0,0.595863708
1.25,0,1.249530373
0.9,1,0.831979527
1.375,0,1.178022018
1.525,0,1.308060917
1.375,1,0.933214902
0.975,0,1.042034866
1.45,0,1.235766777
1.05,2,0.958414061
0.9,2,1.068332098
1.05,0,1.100768373
0.825,0,0.910154831
1.375,2,1.256531506
1.525,0,1.475186057
1.45,2,1.362845796
1.375,2,1.428813273
0.9,0,0.950841719
0.975,2,0.954826308
0.75,0,0.869532523
0.825,0,0.723534811
1.45,1,1.101618544
1.125,0,1.191071095
1.25,0,1.181814263
1.375,1,1.245233488
1.525,1,1.271513824
0.975,0,0.806382198
1.525,0,1.335779853
1.525,0,1.422108555
0.975,0,1.072446034
1.05,1,1.027579176
0.75,2,0.831042239
1.525,0,1.5399682
0.75,0,0.685284411
1.05,2,1.031027415
1.125,2,0.963977699
1.05,0,1.087961168
1.45,2,1.103687135
1.45,0,1.32821671
1.525,0,1.465224425
1.375,0,1.25398311
1.25,2,1.014227374
1.525,2,1.226399218
1.25,0,1.270444408
0.9,1,0.837380533
1.45,0,1.267125479
0.9,0,0.85361472
0.975,2,0.849612742
1.25,0,1.22292888
1.375,0,1.181408671
1.125,0,1.272543834
0.9,1,1.167139653
1.05,0,0.973016927
1.525,2,1.18460214
1.45,1,1.311772454
