Duration,Stimulus_condition,Response
0.825,1,0.9289637
1.05,0,0.79014505
0.825,0,0.86508444
0.9,0,0.698193528
0.9,1,0.569918229
1.375,2,1.180612022
1.525,0,1.178989869
1.05,1,1.028213735
1.525,0,1.237317937
1.375,0,1.197564111
1.25,0,0.635178252
1.05,1,1.075966241
0.75,2,0.579009908
1.45,1,0.285344864
1.45,0,1.307107281
0.9,0,0.730504943
0.75,0,0.766698914
1.05,0,0.845326546
0.75,0,0.64121549
0.975,0,0.761339026
1.25,0,1.094790984
0.975,2,0.795028033
1.525,0,1.371246753
0.975,0,0.845086185
0.75,0,0.700733608
1.125,0,0.860772282
1.25,2,1.233900766
1.05,2,1.041569166
1.125,0,1.112021821
1.25,1,1.149943866
1.525,0,1.440018921
0.825,0,0.731730157
1.45,2,1.167518447
0.975,0,0.95406098
1.125,1,1.361073555
0.825,0,0.676222482
0.975,0,0.821166574
1.525,2,1.185602975
1.45,0,1.274359615
1.45,2,1.243205873
1.375,1,1.310393053
1.375,0,1.156929045
0.975,0,1.073678979
0.75,1,0.619062553
0.9,2,0.870407103
0.975,2,0.752567705
0.975,2,0.823325825
0.825,2,0.756495584
1.525,2,1.240474909
0.975,1,1.058773906
1.25,1,0.956857312
0.75,2,0.840897266
1.05,0,0.840780661
1.525,1,1.110325416
1.05,0,1.10199543
0.9,0,0.773043256
1.375,2,0.983984335
1.05,2,0.952951306
0.75,0,0.799509406
1.125,0,0.835892673
1.375,1,1.241518565
1.45,0,1.086414924
1.375,1,0.14521719
0.825,2,0.996623902
1.375,0,0.809819227
1.05,0,1.033580894
1.05,0,0.841202766
1.25,0,1.097004965
0.75,0,0.815123081
0.9,0,0.81480881
0.9,1,1.021295609
1.525,1,1.118276202
1.525,2,1.327868222
0.975,0,0.990648621
1.125,2,0.740311516
1.05,2,0.866059961
1.125,1,0.92683716
1.45,2,1.035034141
1.125,0,1.287158168
0.75,2,0.67639358
0.9,0,0.766562983
0.825,0,0.85075953
0.75,1,0.567174869
0.9,2,0.884165668
0.825,0,0.81739415
1.25,0,0.947377727
1.45,1,1.279443401
0.9,0,0.896300632
1.25,1,1.011203029
1.375,0,1.127857391
0.9,1,0.959886145
1.125,2,1.081374134
0.75,1,0.764587475
1.45,0,1.04772787
0.75,0,0.545361717
1.375,0,0.889905686
1.05,1,0.840135058
1.25,0,1.088130925
1.525,0,1.222277045
1.375,2,1.165845888
1.125,1,0.98303218
0.825,1,0.776005045
1.525,1,1.1554843
1.125,0,1.064770723
1.45,0,1.095035868
1.25,2,0.997016475
1.375,0,1.373442196
0.825,1,0.937636746
1.25,0,0.866839866
1.45,1,1.112248139
0.975,1,0.902165267
0.825,0,0.933052418
1.525,0,0.864951151
1.125,0,1.171166646
0.975,1,0.694922061
1.125,2,1.091139348
0.825,2,0.629495292
1.45,0,1.086220485
0.9,2,0.872060682
1.25,2,0.908017239
