Duration,Stimulus_condition,Response
0.75,2,0.652720658
0.75,0,0.792704264
1.25,2,0.9839383
1.05,1,1.036914225
1.525,0,1.029537158
0.9,0,0.677231468
1.125,1,0.753915268
0.75,0,0.51487116
0.975,0,0.69900154
0.9,0,0.756738893
1.45,2,0.943258583
0.9,2,0.800733175
1.25,1,0.855505243
0.825,2,0.857165379
0.75,2,0.703784591
1.05,0,0.778353213
1.05,1,0.850193035
0.825,1,0.749573513
0.825,0,0.815312185
1.25,0,0.886724937
1.375,2,1.140648643
1.05,2,0.994497379
1.375,0,1.091520209
1.25,2,1.050604968
1.45,2,1.248575025
1.125,0,1.078557819
0.9,0,0.781876525
0.75,1,0.61767818
0.75,1,0.813416894
1.05,0,0.924363718
1.45,0,1.119619281
1.375,1,1.00856245
1.25,0,1.069989684
1.125,2,1.17691289
0.975,0,1.023712558
1.25,2,0.867043811
0.975,2,0.758230515
0.9,2,0.665551508
1.525,2,0.986535442
1.25,1,0.935543114
1.125,0,1.101141943
1.125,2,1.014529281
0.825,0,0.613255333
1.45,1,1.07381689
1.525,0,1.237339929
1.25,0,1.276524712
1.525,2,0.904488539
1.45,0,0.977611734
1.25,0,0.973940167
0.75,2,0.413955289
1.375,1,1.000315352
0.825,0,0.778644999
0.75,0,0.61953399
1.375,0,1.041627531
1.05,1,1.047040669
1.525,0,1.171813775
1.525,1,1.381362621
1.45,2,1.211929195
0.975,2,0.898463839
1.25,0,1.322317432
1.525,2,1.185433142
1.05,0,0.973491208
0.9,0,0.887227408
1.525,0,1.287789624
1.375,2,1.193631579
0.975,1,0.743440632
1.25,0,1.261450432
0.825,1,0.703425269
0.75,0,0.656447554
0.825,0,0.664193217
0.975,0,1.046885771
1.45,0,1.169857676
0.75,0,0.55536777
1.375,0,1.405551566
1.125,1,0.997778556
0.825,0,0.685332854
0.9,0,0.650711036
0.975,1,0.75255486
1.375,0,1.039484458
0.825,2,0.926283849
1.375,1,1.017673279
1.45,0,1.335291976
1.25,1,1.022386774
1.125,0,0.818302129
1.375,0,1.127183677
1.125,1,1.168042366
0.975,0,0.741596873
0.825,2,0.828675896
1.125,2,0.905594882
1.45,1,1.341006114
1.45,0,1.204833559
1.125,0,1.216230289
0.975,1,0.919316567
0.975,2,0.882698148
0.975,0,0.97365196
0.825,0,0.855934293
1.05,2,0.879871585
1.525,0,1.156486675
1.125,0,1.204266363
0.9,1,0.849381064
0.9,2,0.706590753
1.525,1,0.819760316
0.9,1,0.67184387
1.05,0,0.867710579
0.825,1,0.673909634
0.75,0,0.599877372
1.05,0,0.803643684
1.05,2,0.615837688
1.05,0,0.788062926
0.9,1,0.695781253
1.375,0,1.120422084
1.45,1,0.794616874
1.125,0,1.027212944
0.75,1,0.657432154
1.375,2,0.851947696
0.9,0,0.766459121
0.975,0,0.824883175
1.525,0,0.962250621
1.45,0,1.120740432
1.525,1,0.95862901
