Duration,Stimulus_condition,Response
0.975,0,0.906126171
0.975,2,0.934117078
1.45,1,1.114905243
1.125,1,0.965244622
0.9,1,0.927724453
1.05,2,1.006823731
0.825,2,0.93743584
1.125,2,0.977912816
1.525,0,1.165931394
0.825,1,0.833073991
1.375,2,0.927367007
0.9,0,0.956945123
0.75,1,0.686747004
1.125,2,0.945890304
0.825,0,0.847777629
1.05,2,0.876008884
0.975,0,0.652570244
0.975,0,0.804300495
1.25,0,0.827915022
1.05,1,0.934109365
1.25,2,0.907657904
0.9,0,0.851201182
0.9,0,0.696104245
0.825,2,0.808491225
1.525,1,1.196617181
0.9,1,0.813743092
1.05,1,0.794690482
1.375,1,0.956913997
1.25,1,1.039690393
1.375,2,1.169390313
0.975,2,0.923218246
0.825,1,0.869923328
1.125,0,0.963642649
1.25,2,1.026349198
0.975,0,0.971572108
0.75,2,0.612358555
1.375,1,1.091709855
1.45,2,1.124562959
1.05,1,1.049848297
1.525,0,0.994167898
0.9,0,0.917377657
1.45,2,1.152571459
1.45,0,0.919259004
0.825,0,0.932130214
1.525,2,1.29851157
1.45,0,1.049003623
0.975,0,0.924092576
0.825,2,0.9903548
1.525,1,1.307763951
0.975,1,0.854169508
0.975,1,0.994019462
0.75,0,0.786522042
0.75,1,0.563818372
0.975,2,0.916642667
1.125,2,0.923069784
0.75,0,0.805049486
1.125,1,0.924998149
1.45,1,1.030613035
1.375,0,1.013138239
1.525,0,1.055578092
1.25,2,1.229505539
0.75,0,0.721717037
0.9,0,0.781335809
0.75,0,0.710920415
1.25,0,0.994134279
1.375,0,1.12804991
0.75,0,0.734520518
1.375,0,1.044936649
1.525,2,1.167479693
0.825,0,0.87091621
1.125,0,0.91040799
1.25,0,0.964024183
1.05,0,0.882050473
0.9,0,0.851951243
0.75,0,0.768027738
1.05,0,0.684822776
0.975,1,1.116801064
1.25,0,0.956843413
0.9,2,0.99604386
1.525,0,1.104009533
1.45,1,1.126690301
1.05,0,0.984386189
0.9,2,1.016507401
0.75,1,0.754679212
1.125,0,0.961578647
1.125,0,1.019107239
1.05,0,0.911143848
1.525,2,1.234839705
1.375,2,1.124271258
0.75,2,0.864670476
1.375,0,0.975500888
1.45,0,1.18948369
1.45,0,1.20750907
1.375,0,1.248922389
1.05,0,1.163987819
1.525,0,1.231340841
1.45,0,1.194037568
1.125,0,1.168305467
0.825,0,0.925138654
1.125,1,1.047722216
1.25,0,1.056959705
0.9,2,1.094999949
1.05,0,0.931780948
1.25,1,1.197105019
0.9,1,1.004765545
1.05,2,1.047169179
1.45,2,1.284891787
1.375,1,1.091061733
1.125,0,1.08923223
1.375,0,1.102309533
1.45,0,1.309628507
1.525,0,1.273123824
0.825,0,0.967078199
0.975,0,0.823623724
0.825,1,0.760408145
1.25,0,1.143377912
1.525,1,0.992959956
0.825,0,0.753167001
1.25,1,1.020268603
0.75,2,0.826688064
