Duration,Stimulus_condition,Response
0.825,1,0.732461285
1.375,1,1.022149046
1.25,2,1.06173671
0.9,1,0.863573163
0.975,0,0.885894255
0.9,0,0.818234195
1.125,0,1.05649161
1.375,0,1.118406552
1.525,1,1.17214229
1.125,0,1.053809029
1.05,2,0.986482757
0.825,0,0.770461836
1.45,2,1.096734892
1.525,2,1.159158785
1.125,0,1.130297208
1.45,0,1.120690597
0.825,2,0.82182315
0.975,0,0.928266641
1.05,0,0.873947197
1.25,1,1.066130447
1.125,0,1.056650353
0.975,1,0.910535424
1.125,1,0.949225481
1.525,0,1.274203056
1.375,0,1.186976193
1.25,0,1.056432961
1.525,0,1.203315991
0.975,2,0.86677714
0.9,2,0.984174797
0.975,0,1.031775212
1.05,0,0.77783392
1.05,0,0.873111876
1.525,1,1.267967593
0.9,2,0.670458361
0.75,2,0.762504418
0.75,1,0.665053437
1.05,0,1.086520674
0.975,1,0.887688095
1.45,1,1.027217494
1.25,1,0.950402448
1.25,0,1.110660948
1.375,2,1.077403974
1.25,2,1.002056708
1.525,0,1.088856392
1.375,1,1.105452382
1.525,0,1.307394631
0.9,0,0.896442532
1.25,0,0.970317952
1.45,2,1.290572138
1.05,0,1.020422286
0.975,2,0.98284821
1.375,2,0.976203332
1.45,0,1.070617181
1.375,0,1.082435881
1.525,0,1.331629293
0.75,0,0.709289706
0.9,0,1.029518054
0.9,1,0.925490255
1.05,0,0.686257753
0.75,0,0.535764434
0.975,0,0.859224201
1.25,2,0.979651156
1.525,2,1.21367368
0.75,0,0.623817909
0.975,1,0.846126843
0.975,2,0.871351466
1.45,2,1.163549254
0.9,0,0.927380132
1.375,0,0.872448525
1.05,1,1.097298606
1.125,0,1.002655331
0.75,1,0.689426052
0.825,0,0.68604193
0.825,2,0.897093829
0.75,0,0.665565343
0.9,2,0.538065606
1.125,2,0.74637489
0.825,0,0.767022905
0.9,0,0.910172552
0.975,0,0.73309239
1.05,2,0.999007498
1.375,0,1.196593339
0.825,1,0.789048775
1.375,1,1.065739282
0.75,2,0.748740625
1.525,0,0.951752498
0.975,0,0.759234369
1.45,0,0.968200481
1.125,2,1.01620571
0.825,2,0.726597703
1.125,0,1.006622105
0.75,0,0.82793029
1.45,0,1.194613294
0.825,1,0.827256088
1.25,1,0.930099073
0.75,1,0.625365509
1.45,1,1.105175571
1.375,2,1.05981116
0.9,1,0.995171715
0.75,2,0.751365981
1.05,1,0.764590798
1.375,0,0.949319907
1.25,0,0.898778412
1.125,1,1.030909879
0.9,0,0.784459942
1.05,2,0.970878961
0.825,0,0.951272812
1.45,0,0.949153225
0.75,0,0.789117829
1.525,2,0.983985546
1.525,1,0.790584516
0.825,0,0.760160783
1.125,1,0.881985982
1.125,2,0.978213885
1.25,0,1.09207217
1.05,1,1.015776129
0.825,0,0.815857017
1.25,0,0.979548791
1.45,1,1.109961942
1.45,0,1.206611372
