Duration,Stimulus_condition,Response
1.125,2,1.016766675
0.825,0,0.621399208
1.375,2,1.133860408
1.25,0,1.4131798
1.375,0,1.005078637
1.05,2,0.950798954
0.9,0,1.071018614
1.45,1,1.617490234
0.75,1,0.799051505
0.825,1,1.01175688
0.975,0,0.966061043
0.825,2,0.585668406
1.125,1,0.93736394
1.45,2,0.992882803
1.25,1,1.507157448
0.75,1,0.348066045
1.525,2,1.104940486
1.05,2,1.009340771
1.45,0,1.415417324
0.825,2,0.492578945
1.125,0,0.871899227
1.125,2,1.012995282
1.125,1,1.24333927
0.75,2,0.634350936
1.375,0,1.277833604
1.525,0,1.513263143
0.75,0,0.493282468
1.375,1,0.88240739
1.375,1,1.051562896
0.825,1,0.784627379
1.25,1,1.060921729
1.525,0,1.527099119
1.05,1,0.855420309
1.375,0,1.313984395
0.9,0,1.016465765
1.45,1,0.809421192
1.25,0,1.120400123
0.75,0,0.423499123
0.9,0,0.743616335
1.525,1,0.993760462
0.9,0,1.10597498
1.45,0,0.866152167
0.975,0,0.904550642
0.975,1,1.088506649
1.45,2,1.080704582
1.125,0,1.32936739
0.75,2,0.442125652
1.05,0,0.688518119
0.975,2,0.537433282
1.375,0,0.948778059
1.125,2,1.000060315
0.975,1,1.088317248
0.9,1,0.731880538
1.45,1,0.908634289
1.525,2,1.344227334
0.825,0,0.814814422
0.975,0,0.997757878
0.975,0,0.953050941
1.375,2,0.971165078
0.975,1,0.905401877
1.05,0,1.054675445
0.9,0,0.725595344
0.825,2,0.728620607
1.45,0,1.280582652
1.525,0,1.193260465
0.825,0,0.715346853
1.525,1,1.030890993
0.9,0,1.002956689
0.975,0,0.888439027
0.9,2,0.946793272
1.375,1,0.8657006
1.525,0,1.22764616
1.25,1,1.207355622
0.825,0,0.839969473
0.9,1,0.620454352
1.25,0,1.165178162
0.975,0,0.949973356
0.75,0,0.763063496
1.45,0,0.998558282
0.825,0,0.863316789
1.25,0,1.166291972
0.975,2,0.893207072
1.125,0,1.202313418
1.25,0,1.017496316
1.525,0,1.176925777
1.125,0,1.313408399
1.05,0,1.038027518
0.75,0,0.577431145
1.45,2,1.102406029
1.525,2,1.240453025
1.05,2,1.2038313
1.05,1,1.211947901
1.05,0,1.187472187
1.05,0,1.0683335
0.825,0,0.452136129
1.25,0,0.887314972
0.9,2,0.718234003
0.75,0,0.584296268
0.75,2,0.562279517
0.9,2,0.63383819
1.25,2,0.898158261
1.125,0,0.954404971
0.9,1,0.835703033
1.25,2,1.025445219
1.375,2,1.244856806
1.375,0,1.279848262
1.525,0,1.381719033
1.25,2,1.096045871
1.05,0,0.920255671
0.825,1,0.467077792
0.75,0,0.536062241
1.375,0,1.128949599
0.75,1,0.669583787
1.125,1,0.923945699
1.525,1,1.118547793
1.45,0,1.403464135
1.45,0,1.454231933
0.975,2,0.685614987
1.125,0,0.852258708
1.05,1,0.962694681
