Duration,Stimulus_condition,Response
1.05,0,1.015160061
1.05,2,1.04006269
0.825,2,0.883603153
0.825,2,0.710747269
1.375,2,1.110157011
0.9,1,0.679571122
0.975,2,0.957619171
1.05,1,1.019293137
1.375,2,1.222966809
1.125,1,1.131699779
1.525,0,1.207972547
1.25,0,1.111075686
1.375,0,1.387664405
1.25,0,1.024233326
1.25,2,1.179961254
0.75,0,0.759750382
1.125,2,1.067170965
0.75,1,0.57014056
1.125,0,0.965843155
1.25,0,1.069013073
1.05,1,1.013961319
1.125,0,1.026892876
1.25,0,0.963281102
1.45,0,1.14854531
0.75,0,0.709857081
1.125,1,1.104245558
1.525,1,1.201760464
1.525,1,1.187031668
1.05,0,0.876968629
1.25,0,0.948334708
1.375,0,1.251836455
1.05,0,0.963573847
1.45,0,1.436862957
0.975,1,0.9688327
1.125,0,1.071253435
0.75,0,0.857909742
0.9,2,1.005901755
1.05,1,1.150049104
1.125,0,1.120107147
0.975,0,0.678863707
1.25,1,1.200568243
1.525,0,1.413235068
1.525,2,1.478382426
1.25,2,1.223169334
0.975,0,0.828653542
0.825,0,0.783519229
1.525,1,1.307214083
0.9,0,0.960408346
0.9,0,1.084286287
1.375,0,1.264629044
0.9,1,0.901116554
1.05,2,1.110098661
1.125,2,1.147101041
1.375,1,1.192212559
1.25,0,1.250434752
1.375,0,1.09879865
1.525,0,1.517617024
0.825,2,0.836628716
0.975,0,0.774725925
0.75,2,0.712954
0.825,0,0.695932561
0.9,2,0.94795465
0.975,1,0.943628654
1.125,0,0.896653733
1.45,1,1.284334062
1.45,2,1.503701128
0.75,1,0.628206721
0.75,0,0.710572811
0.9,2,0.86297298
1.05,0,1.05937838
0.9,0,0.958639504
1.25,1,0.794951941
1.05,0,1.049220552
1.25,2,1.103117448
1.45,1,1.124996065
0.75,2,0.844118055
0.975,0,0.93585238
1.05,0,0.913760231
1.45,0,1.015581827
1.125,1,1.1041505
1.125,0,0.828810541
1.525,0,1.283042046
0.825,1,0.852691135
1.125,2,0.884250258
0.825,0,0.855168398
0.975,2,0.891707058
1.05,2,0.902060412
1.45,2,1.346889645
0.975,2,1.004352476
0.825,1,0.153153251
1.45,2,1.237521337
1.375,1,1.035713159
1.525,2,1.366098385
1.375,1,1.248616838
1.45,0,1.169108
0.825,1,0.788968462
0.9,1,0.913677148
0.75,2,0.204004193
0.9,0,1.182519082
1.525,2,1.288236414
0.825,0,0.88479094
1.375,0,1.216295684
1.525,0,1.287551179
0.75,0,0.850053881
0.975,1,1.008656602
0.975,0,0.955285631
1.25,1,0.952886104
0.75,0,0.468252539
1.375,0,1.084940674
0.825,0,0.881596811
0.975,0,0.926091118
0.75,1,0.801995324
0.9,0,0.652742642
1.45,0,1.219883069
1.45,1,1.245678194
0.825,0,0.637126807
1.375,2,1.320239951
0.9,0,0.848917651
1.525,0,1.416304134
1.45,0,1.327096237
