Duration,Stimulus_condition,Response
1.525,0,0
1.45,0,1.030271924
0.975,2,0.943760014
1.25,1,1.089875684
0.975,0,0.973815785
1.125,0,0.996899313
1.375,0,1.361151575
1.05,1,1.150359571
1.375,2,0.799989132
1.05,1,0.93436587
1.525,0,1.340900923
1.525,1,1.157834104
1.25,0,1.225373383
0.975,0,1.033129517
1.125,1,0.962746719
1.05,1,1.003277781
0.75,0,0.524868042
0.75,2,0.84712462
1.45,0,1.198066108
1.525,1,1.066209089
0.75,0,0.749640577
0.9,0,1.016176185
1.45,1,1.204994676
1.375,0,0.932400382
1.05,0,0.991953123
1.05,0,0.898571755
1.25,0,1.280014703
0.825,0,0.75892541
0.975,0,0.892654965
0.75,1,0.577386671
1.05,2,0.672524931
1.125,0,0.91643808
1.525,0,1.163378064
0.75,1,0.577746353
1.05,2,0.791914924
1.125,2,0.958693725
1.05,0,1.10662742
1.375,1,0.980309462
0.75,0,0.700437864
1.45,1,1.102418501
0.825,1,0.928238094
0.9,0,0.828931906
0.825,2,0.752981846
0.9,2,0.648312881
1.25,0,1.088056608
1.45,2,0.999243155
1.125,1,1.030769482
0.75,2,0.820776854
1.25,0,0.767539852
1.25,2,1.026980666
1.375,0,1.246727873
1.375,1,1.305639076
1.25,1,1.094626964
1.125,1,0.988453472
0.75,2,0.755903043
0.9,0,0.752541513
1.45,0,1.22393434
1.25,2,0.991502326
1.05,0,1.151422411
0.975,2,0.802220173
1.45,2,1.210012072
0.975,1,0.770005066
1.375,0,1.082081774
0.825,1,0.969665459
0.975,2,0.695649155
1.25,1,0.872803512
1.525,0,1.250526091
1.25,0,1.35507728
1.25,2,1.011477149
1.125,0,1.054507277
0.975,1,1.049229215
0.75,0,0.562690421
1.45,1,0.877457764
1.25,0,1.12653515
0.825,0,0.738903234
1.525,1,1.161310388
0.9,1,0.785629255
0.825,0,0.925417988
1.525,0,0.969867003
1.525,2,1.130827665
1.05,0,1.063816968
0.9,2,0.729768496
0.9,0,0.799341733
0.975,1,0.757582816
1.05,0,0.890568447
1.375,1,0.840872728
0.825,0,0.544889286
0.9,0,0.874411386
1.525,0,1.080983995
1.45,0,0.993668125
0.975,0,1.19257177
1.45,0,1.181018464
1.125,2,1.031564912
1.125,0,1.19660605
1.375,0,0.893606337
0.75,0,0.522820948
1.375,0,1.150607471
1.45,0,1.17062773
0.75,0,0.723643841
1.125,0,1.025084329
0.825,1,0.910951025
1.375,2,1.011805736
1.525,2,1.028032002
1.125,0,1.173375821
0.9,2,0.834884958
1.05,2,0.723831927
0.9,0,0.759183864
1.525,2,0.838862189
0.825,2,0.678249587
1.45,2,1.262159513
1.375,2,1.038614558
0.975,0,1.043903999
0.975,0,0.760398392
0.825,0,0.624331255
0.825,2,0.775119869
1.125,2,0.755048809
0.825,0,0.783532801
0.75,1,0.501389275
0.9,1,0.760813472
0.9,1,0.933791676
