Duration,Response,Stimulus condition
0.9,0.8160007219994441,1
1.25,1.120001201001287,1
0.825,0.551998103997903,1
1.25,1.1441241409993381,2
1.45,1.207999127000221,0
1.25,1.1841259569991962,2
1.525,1.3840750489980564,2
1.05,0.7920391610023216,1
1.125,1.0559996240044711,1
0.9,0.9281167709996225,0
1.45,1.2079995290041552,0
0.975,0.9599880149980891,0
1.375,1.0639994000011939,0
0.825,0.8239982910017716,1
1.375,1.1680355879943818,1
1.05,0.8159993509980268,1
1.125,1.120003646996338,0
0.9,0.6241273299965542,2
1.25,1.1520282160054194,0
1.525,1.35999800600257,0
1.25,1.376125802999013,0
1.125,1.1600838040030794,2
1.125,1.1601314669969724,1
1.525,1.2241291559985257,2
1.125,0.7841224129952025,2
1.05,0.9759976729983464,0
1.525,1.2640006559959147,0
0.75,0.48799037499702536,0
1.25,0.864115299002151,2
1.05,0.8639915230014594,1
1.25,0.7519973119997303,0
0.975,0.5440247080041445,1
1.375,0.8639992960015661,0
1.525,1.3119999980044668,0
1.45,1.0960290629955125,1
1.25,1.1039997539992328,0
1.375,1.0799819690000731,0
1.125,0.9999885509969317,0
0.975,1.1441084659963963,0
1.375,1.1439991599982022,0
1.05,1.0801346699954593,0
0.9,0.7921267579949927,2
0.75,0.5521190619983827,2
1.125,0.8719994969942491,0
1.525,1.1200303969962988,1
1.45,1.024000427001738,0
1.45,0.975998661997437,0
0.75,0.5361280220022309,2
0.825,0.55199817900575,0
0.75,0.7760152529954212,1
1.375,1.0321254660011618,2
0.825,0.5121308849993511,2
1.125,0.7680322319938568,0
0.975,0.6320163830023375,2
0.825,0.6719987089963979,0
1.25,0.8960075759969186,0
0.975,0.8160336509972694,0
1.25,1.1199993210029788,1
1.525,1.231997777998913,0
0.825,0.7679973559934297,0
0.75,0.8880127650045324,0
0.9,0.9681233419978525,0
1.45,0.8881232010025997,2
1.25,1.0559979769968777,0
0.9,0.7120005260003381,0
0.9,0.7440312649996486,0
0.75,0.5999948500029859,0
1.05,0.839989352003613,0
1.375,0.9921250209954451,2
0.975,0.8159939710021717,1
1.525,1.2641070679965196,2
0.9,0.8081272460040054,2
1.25,1.047999684997194,1
0.75,0.560127579003165,2
1.45,1.2081228949973593,2
0.75,0.7119959350020508,0
1.375,0.960004394997668,1
1.525,1.1520035290013766,1
0.75,0.7921277009954792,1
1.375,1.144119355994917,2
1.125,1.0239940869942075,0
0.975,0.9281322309980169,2
0.9,0.7439985380042344,1
0.825,0.6239990449976176,0
0.825,0.7041271000052802,2
0.975,0.8399985069991089,0
0.825,0.7360712019944913,2
1.45,1.1279985290020704,1
0.9,0.7920033120026346,0
1.45,1.2559969860012643,1
0.75,0.8401235450000968,0
0.975,0.784032675997878,0
1.05,0.7441271009956836,2
1.525,1.0799983519973466,1
1.05,0.9280215830003726,0
1.05,0.8160065240008407,0
1.525,1.192005353004788,0
0.825,0.6639869310020003,0
0.9,0.6959993010023027,0
0.75,0.6319952089979779,1
1.05,0.9041609140040237,2
1.525,1.0479869580012746,0
1.05,0.8640301279956475,0
0.975,0.8319902630028082,1
1.45,0.9999935439991532,0
1.375,1.232022351003252,0
1.375,1.0319983180015697,1
0.75,0.7519980430006399,0
1.125,1.0721083160024136,2
0.825,0.6879862319983658,1
0.825,0.6319943470007274,0
1.05,0.7601246150006773,2
1.45,0.9681247850021464,2
1.125,0.9039872539942735,0
0.975,0.8479966089944355,0
1.45,0.9999998019993654,0
1.375,1.1679983590001939,0
0.975,0.9201514460000908,2
1.125,0.8799905699997908,1
0.9,0.8879862329995376,1
