Duration,Response,Stimulus condition
1.25,1.0719991130008566,1
1.25,0.9519976369992946,1
0.75,0.7519987109990325,0
1.525,0.8161253730013414,2
0.975,0.7040035810005065,0
1.125,0.7280021450005734,1
1.375,0.8160269989984954,1
0.75,0.7841302500000893,0
0.75,0.5040005170012591,0
1.525,0.9761317230004352,2
0.975,0.7519874050012731,0
0.9,0.8240275549997023,0
1.45,0.8321303490010905,2
1.45,0.9281328279994341,2
1.525,0.1201260710004135,2
0.825,0.7440268280006421,0
1.05,1.0160110389988404,0
1.25,0.7759965450004529,1
1.525,1.0320997779999743,2
1.525,1.7601288609985204,2
1.375,0.5519905090004613,1
0.9,0.6080297839998821,0
0.9,0.7279978030001075,0
1.45,1.0401200289998087,2
1.125,0.7119879980000405,1
0.975,0.6959978940012661,0
0.75,0.8400879119999445,0
0.9,1.088077724998584,0
1.25,0.4560263359999226,1
1.125,0.6559869830016396,1
0.825,0.7360318760001974,0
0.75,0.5439990790000593,0
1.05,0.783994076999079,0
1.525,0.8480145789999369,2
1.45,0.9761194969996723,2
0.825,0.41599978799968085,0
1.375,1.000130538999656,2
1.45,1.0001257309995708,2
0.975,0.6399977800010674,0
0.975,0.6719958339999721,0
1.45,0.568019155998627,2
0.975,0.8080231359999743,0
1.525,1.3521312660013791,2
1.125,0.8959990200000902,1
1.375,1.0159986449998542,1
0.9,1.0080884899998637,0
0.9,0.48002659200028575,0
1.45,1.1281181980011752,2
1.125,0.7519972560003225,1
0.975,0.7920210669999506,0
0.825,0.7360297470004298,0
1.375,1.2561332860004768,2
0.825,0.6400285769996117,0
1.375,1.328130316998795,2
1.25,0.6799989369992545,1
1.125,1.032032948000051,1
0.825,0.7519897069996659,0
1.45,1.1600157769989892,2
0.825,0.6720073169999523,0
1.125,0.6479852659995231,1
1.05,0.6240219359988259,0
1.125,0.879993562000891,1
1.45,1.1040146260002075,2
1.25,1.0319873099997494,1
1.375,0.8799993329994322,1
0.975,0.8080310509994888,0
1.375,1.3921221969994804,2
1.25,1.1039983560003748,1
1.375,1.136130539000078,2
1.525,1.0481196679993445,2
0.9,1.0480285489993548,0
0.825,0.5519848530002491,0
1.05,0.8080065109988936,0
0.9,0.6480025499986368,0
1.25,1.0720297520001623,1
0.975,0.48000004300047294,0
1.05,1.0801078759996017,0
1.125,0.7920308709999517,1
0.75,0.6239996379990771,0
0.75,0.43998449799983064,0
1.05,0.7680003969999234,0
0.975,0.655992960999356,0
1.125,0.6479974129997572,1
0.825,0.8079990000005637,0
0.975,0.9279907750005805,0
1.05,0.6959982309999759,0
0.825,0.7360272249989066,0
0.75,0.4880338370003301,0
0.825,0.7760004600004322,0
0.9,0.7759972580006433,0
1.25,1.36814183199931,1
1.05,0.720024434998777,0
1.125,1.2161281810003857,1
1.45,1.2561256290009624,2
0.9,0.5759870910005702,0
0.75,0.7040130760015018,0
0.75,0.528028214999722,0
1.525,1.36012565099918,2
1.125,0.6959966869999334,1
1.525,1.1441307360000792,2
1.05,0.8799973410004895,0
1.25,0.8479986649999773,1
1.45,1.1280160149999574,2
1.375,1.5841463990000193,2
1.525,0.9841275770013453,2
1.375,0.5999887320012931,1
1.525,0.9601359640000737,2
0.825,0.7439991809987987,0
1.05,0.6959956509999756,0
0.975,1.0961319819998607,0
0.75,0.5839986709997902,0
1.25,0.7040005899998505,1
1.375,0.8320293929991749,1
0.9,0.9680180880004627,0
1.05,0.7839981479992275,0
1.45,1.0081290799989802,2
1.05,0.8479978200011828,0
0.9,0.7279989529997692,0
0.75,0.6560279400000582,0
1.25,1.071997808998276,1
