Duration,Response,Stimulus condition
0.9,0.6799995940000372,0
1.25,0.904006978000325,1
0.825,0.6319998859999032,0
0.825,0.6240259380001589,0
0.9,0.711996777999957,0
1.525,1.3041291839999758,2
1.05,0.9119979520000925,0
1.525,1.4241338369993173,2
1.45,1.4241263610001624,2
1.45,1.2401246700001138,2
1.05,1.01599586500015,0
1.05,0.7279948710001918,0
1.375,1.4001287609999054,1
1.525,1.1200257669997882,2
1.125,0.9039892449991385,1
0.9,0.8399961029999758,0
1.45,1.2961285300007148,2
0.75,0.6959990269997434,0
0.75,1.008017478999136,0
0.9,0.6959995930001242,0
0.9,0.8399981929997011,0
1.125,1.3521266590005325,1
0.975,0.655996184000287,0
0.825,0.5999975320000885,0
1.125,0.9360008120002021,1
0.75,0.6239886289995411,0
1.375,1.0719976319996931,1
0.975,0.8399992360000397,0
1.25,0.8639978540004449,1
0.75,0.6000349199994162,0
1.375,1.0641266489992631,2
0.825,0.7119977559996187,0
0.825,0.6719911950003734,0
1.45,1.328128683999239,2
1.05,0.9119889530002183,0
1.125,0.8400070030002098,1
1.525,1.2881314129999737,2
1.05,0.7360006740000244,0
1.25,1.1279906290001236,1
1.525,1.38401548299953,2
0.75,0.7920863310000641,0
1.525,1.376129007999225,2
0.825,0.7519966890004071,0
1.125,0.7999989259997164,1
0.825,0.5599950059995535,0
1.375,0.9039985709996472,1
1.45,1.344114274000276,2
0.75,0.912131037999643,0
1.125,0.7759979069996916,1
1.525,1.2881308280002486,2
1.525,1.5121453969995855,2
1.05,0.9120335309999064,0
0.825,0.6079978429997936,0
0.75,0.599995750000744,0
1.05,0.8319958049996785,0
1.525,1.144150627000272,2
1.125,0.8559987380003804,1
1.45,1.3201280329994916,2
0.975,0.9599937960001625,0
0.825,0.6959979269995529,0
1.125,0.9759956810003132,1
1.525,1.232130571000198,2
0.975,0.879996960000426,0
1.45,1.1761245540001255,2
0.975,0.9280148779998854,0
1.25,1.071999462000349,1
0.9,1.0081598240003586,0
1.25,0.8879936860002999,1
1.05,0.8800287050007682,0
1.375,1.192120986000191,2
0.975,0.8160275850004837,0
1.25,0.9199991069999669,1
1.05,1.0479843180000898,0
0.9,0.9521478670003489,0
1.375,0.9360005700000329,1
0.975,1.000125360000311,0
0.975,0.7599982520005142,0
1.525,1.4001269410000532,2
0.825,0.591998519000299,0
1.375,1.0321303820001049,2
0.975,0.8079950619994634,0
1.25,0.8719990449999386,1
1.45,1.1841266589999577,2
0.9,0.9441254599996682,0
0.75,0.5600321029996849,0
0.75,0.5519989630001874,0
0.9,0.6799813389998235,0
1.25,1.0240367240003252,1
1.375,0.9119993200001772,1
0.975,0.8879960659996868,0
1.375,0.9121211600004244,2
0.75,0.7841305400006604,0
1.05,0.8080263540005035,0
1.45,1.0880193049997615,2
0.9,0.9761087739998402,0
1.45,1.0321232570004213,2
1.375,1.2081294870004058,2
0.825,0.7920444209994457,0
0.75,0.5039910830000736,0
1.25,0.8320013809998272,1
0.975,0.9519844219994411,0
1.125,0.8799981600004685,1
1.25,0.9599988190002477,1
1.375,1.3521307460005119,2
1.25,1.0799983940005404,1
0.9,0.8399973390005471,0
1.45,0.9841223960002026,2
0.825,0.7679985830000078,0
1.125,0.9359969959996306,1
0.75,0.8241278690002218,0
1.125,0.9839806259997204,1
0.9,0.8319989080000596,0
1.05,0.9839950800005681,0
1.25,1.015998177000256,1
1.45,1.2721236019997377,2
0.975,1.1601115370003754,0
1.05,0.8399977759991089,0
1.375,1.0239997580001727,1
1.525,1.4481225350000386,2
1.125,0.8800069979997716,1
