experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlipsmain	0 	6 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	10 	3 	1 	0.0 	-1009.0 	[-2, 0] 	0
main	182 	6 	 T1T2 	 0.0 	8 	3 	1 	0.0 	-1007.0 	16 	5 	7 	0.0 	-1015.0 	[-6, 0] 	0
main	183 	6 	 T1T2 	 0.0 	8 	7 	1 	0.0 	-1007.0 	9 	1 	6 	0.0 	-1008.0 	[-6, 0] 	0
main	184 	6 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[-6, 0] 	0
main	185 	6 	 T1T2 	 0.0 	14 	0 	7 	0.0 	-1013.0 	16 	7 	1 	0.0 	-1015.0 	[-6, 0] 	0
main	186 	6 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	24 	9 	8 	0.0 	-1023.0 	[-6, 0] 	0
main	187 	6 	 T1T2 	 0.0 	14 	5 	3 	0.0 	-1013.0 	22 	6 	6 	1.0 	-1021.0 	[-6, 0] 	0
main	188 	6 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	15 	5 	5 	1.0 	-1014.0 	[-6, 0] 	0
main	189 	6 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	19 	4 	4 	1.0 	-1018.0 	[-6, 0] 	0
main	190 	6 	 T1T2 	 0.0 	6 	7 	4 	0.0 	-1005.0 	8 	4 	7 	0.0 	-1007.0 	[-6, 0] 	0
main	191 	6 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[-6, 0] 	0
main	192 	6 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	14 	5 	5 	1.0 	-1013.0 	[-6, 0] 	0
main	193 	6 	 T1T2 	 0.0 	6 	8 	4 	0.0 	-1005.0 	7 	4 	8 	0.0 	-1006.0 	[-6, 0] 	0
main	194 	6 	 T1T2 	 0.0 	6 	7 	3 	0.0 	-1005.0 	11 	3 	8 	0.0 	-1010.0 	[-6, 0] 	0
main	195 	6 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	12 	3 	4 	0.0 	-1011.0 	[-6, 0] 	0
main	196 	6 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	20 	5 	5 	1.0 	-1019.0 	[-6, 0] 	0
main	197 	6 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	18 	1 	1 	1.0 	-1017.0 	[-6, 0] 	0
main	198 	6 	 T1T2 	 0.0 	10 	7 	3 	0.0 	-1009.0 	11 	3 	8 	0.0 	-1010.0 	[-6, 0] 	0
main	199 	6 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	0 	0 	1.0 	-1014.0 	[-6, 0] 	0
main	200 	6 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	10 	5 	1 	0.0 	-1009.0 	[2, 0] 	0
main	201 	6 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	18 	1 	6 	0.0 	-1017.0 	[2, 0] 	0
main	202 	6 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	16 	8 	8 	1.0 	-1015.0 	[2, 0] 	0
main	203 	6 	 T1T2 	 0.0 	8 	7 	0 	0.0 	-1007.0 	9 	0 	7 	0.0 	-1008.0 	[2, 0] 	0
main	204 	6 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	13 	1 	5 	0.0 	-1012.0 	[2, 0] 	0
main	205 	6 	 T1T2 	 0.0 	14 	8 	4 	0.0 	-1013.0 	16 	5 	8 	0.0 	-1015.0 	[2, 0] 	0
main	206 	6 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	24 	6 	6 	1.0 	-1023.0 	[2, 0] 	0
main	207 	6 	 T1T2 	 0.0 	14 	4 	0 	0.0 	-1013.0 	22 	0 	4 	0.0 	-1021.0 	[2, 0] 	0
main	208 	6 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[2, 0] 	0
main	209 	6 	 T1T2 	 0.0 	14 	0 	7 	0.0 	-1013.0 	19 	7 	4 	0.0 	-1018.0 	[2, 0] 	0
main	210 	6 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	8 	3 	3 	1.0 	-1007.0 	[2, 0] 	1
main	211 	6 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	16 	7 	7 	1.0 	-1015.0 	[2, 0] 	0
main	212 	6 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	14 	5 	5 	1.0 	-1013.0 	[2, 0] 	0
main	213 	6 	 T1T2 	 0.0 	6 	9 	2 	0.0 	-1005.0 	7 	2 	1 	0.0 	-1006.0 	[2, 0] 	0
main	214 	6 	 T1T2 	 0.0 	6 	3 	8 	0.0 	-1005.0 	11 	2 	2 	1.0 	-1010.0 	[2, 0] 	0
main	215 	6 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	12 	3 	2 	0.0 	-1011.0 	[2, 0] 	0
main	216 	6 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	20 	6 	6 	1.0 	-1019.0 	[2, 0] 	0
main	217 	6 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	18 	7 	7 	1.0 	-1017.0 	[2, 0] 	0
main	218 	6 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	11 	3 	8 	0.0 	-1010.0 	[2, 0] 	0
main	219 	6 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	15 	0 	7 	0.0 	-1014.0 	[2, 0] 	0
main	220 	6 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	10 	2 	0 	0.0 	-1009.0 	[6, 0] 	0
main	221 	6 	 T1T2 	 0.0 	8 	1 	2 	0.0 	-1007.0 	18 	7 	0 	0.0 	-1017.0 	[6, 0] 	1
main	222 	6 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	2 	2 	1.0 	-1015.0 	[6, 0] 	0
main	223 	6 	 T1T2 	 0.0 	8 	9 	6 	0.0 	-1007.0 	9 	6 	7 	0.0 	-1008.0 	[6, 0] 	0
main	224 	6 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	13 	7 	4 	0.0 	-1012.0 	[6, 0] 	0
main	225 	6 	 T1T2 	 0.0 	14 	3 	2 	0.0 	-1013.0 	16 	7 	8 	0.0 	-1015.0 	[6, 0] 	0
main	226 	6 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	24 	5 	5 	1.0 	-1023.0 	[6, 0] 	0
main	227 	6 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	22 	9 	9 	1.0 	-1021.0 	[6, 0] 	0
main	228 	6 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[6, 0] 	0
main	229 	6 	 T1T2 	 0.0 	14 	0 	9 	0.0 	-1013.0 	19 	3 	3 	1.0 	-1018.0 	[6, 0] 	0
main	230 	6 	 T1T2 	 0.0 	6 	7 	9 	0.0 	-1005.0 	8 	6 	3 	0.0 	-1007.0 	[6, 0] 	0
main	231 	6 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	16 	8 	8 	1.0 	-1015.0 	[6, 0] 	0
main	232 	6 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	14 	3 	3 	1.0 	-1013.0 	[6, 0] 	0
main	233 	6 	 T1T2 	 0.0 	6 	8 	2 	0.0 	-1005.0 	7 	2 	8 	0.0 	-1006.0 	[6, 0] 	0
main	234 	6 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	7 	7 	1.0 	-1010.0 	[6, 0] 	0
main	235 	6 	 T1T2 	 0.0 	10 	0 	9 	0.0 	-1009.0 	12 	8 	7 	0.0 	-1011.0 	[6, 0] 	0
main	236 	6 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	20 	5 	5 	1.0 	-1019.0 	[6, 0] 	0
main	237 	6 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	4 	4 	1.0 	-1017.0 	[6, 0] 	0
main	238 	6 	 T1T2 	 0.0 	10 	7 	0 	0.0 	-1009.0 	11 	0 	7 	0.0 	-1010.0 	[6, 0] 	0
main	239 	6 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	15 	6 	6 	1.0 	-1014.0 	[6, 0] 	0
main	240 	6 	 T1T2 	 0.0 	8 	0 	9 	0.0 	-1007.0 	10 	3 	3 	1.0 	-1009.0 	[-2, 0] 	0
main	241 	6 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	18 	4 	4 	1.0 	-1017.0 	[-2, 0] 	0
main	242 	6 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	16 	2 	2 	1.0 	-1015.0 	[-2, 0] 	0
main	243 	6 	 T1T2 	 0.0 	8 	7 	1 	0.0 	-1007.0 	9 	1 	6 	0.0 	-1008.0 	[-2, 0] 	0
main	244 	6 	 T1T2 	 0.0 	8 	4 	2 	0.0 	-1007.0 	13 	1 	7 	0.0 	-1012.0 	[-2, 0] 	1
main	245 	6 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	16 	1 	1 	1.0 	-1015.0 	[-2, 0] 	0
main	246 	6 	 T1T2 	 0.0 	14 	7 	0 	0.0 	-1013.0 	24 	0 	8 	0.0 	-1023.0 	[-2, 0] 	0
main	247 	6 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	22 	5 	5 	1.0 	-1021.0 	[-2, 0] 	0
main	248 	6 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	15 	8 	8 	1.0 	-1014.0 	[-2, 0] 	0
main	249 	6 	 T1T2 	 0.0 	14 	8 	6 	0.0 	-1013.0 	19 	4 	4 	1.0 	-1018.0 	[-2, 0] 	0
main	250 	6 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	8 	8 	8 	1.0 	-1007.0 	[-2, 0] 	0
main	251 	6 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[-2, 0] 	0
main	252 	6 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	14 	5 	5 	1.0 	-1013.0 	[-2, 0] 	0
main	253 	6 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	7 	3 	3 	1.0 	-1006.0 	[-2, 0] 	0
main	254 	6 	 T1T2 	 0.0 	6 	6 	1 	0.0 	-1005.0 	11 	8 	9 	0.0 	-1010.0 	[-2, 0] 	0
main	255 	6 	 T1T2 	 0.0 	10 	4 	9 	0.0 	-1009.0 	12 	9 	2 	0.0 	-1011.0 	[-2, 0] 	1
main	256 	6 	 T1T2 	 0.0 	10 	0 	4 	0.0 	-1009.0 	20 	5 	5 	1.0 	-1019.0 	[-2, 0] 	0
main	257 	6 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	18 	6 	6 	1.0 	-1017.0 	[-2, 0] 	0
main	258 	6 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	11 	7 	7 	1.0 	-1010.0 	[-2, 0] 	0
main	259 	6 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	7 	3 	0.0 	-1014.0 	[-2, 0] 	0
main	260 	6 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	10 	6 	6 	1.0 	-1009.0 	[-6, 0] 	0
main	261 	6 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	18 	8 	8 	1.0 	-1017.0 	[-6, 0] 	0
main	262 	6 	 T1T2 	 0.0 	8 	5 	6 	0.0 	-1007.0 	16 	6 	4 	0.0 	-1015.0 	[-6, 0] 	0
main	263 	6 	 T1T2 	 0.0 	8 	3 	1 	0.0 	-1007.0 	9 	1 	3 	0.0 	-1008.0 	[-6, 0] 	0
main	264 	6 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	13 	8 	8 	1.0 	-1012.0 	[-6, 0] 	0
main	265 	6 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	16 	2 	7 	0.0 	-1015.0 	[-6, 0] 	0
main	266 	6 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	24 	2 	2 	1.0 	-1023.0 	[-6, 0] 	1
main	267 	6 	 T1T2 	 0.0 	14 	8 	6 	0.0 	-1013.0 	22 	2 	2 	1.0 	-1021.0 	[-6, 0] 	0
main	268 	6 	 T1T2 	 0.0 	14 	9 	1 	0.0 	-1013.0 	15 	1 	8 	0.0 	-1014.0 	[-6, 0] 	0
main	269 	6 	 T1T2 	 0.0 	14 	4 	1 	0.0 	-1013.0 	19 	6 	2 	0.0 	-1018.0 	[-6, 0] 	0
main	270 	6 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	8 	5 	5 	1.0 	-1007.0 	[-6, 0] 	0
main	271 	6 	 T1T2 	 0.0 	6 	3 	8 	0.0 	-1005.0 	16 	1 	8 	0.0 	-1015.0 	[-6, 0] 	0
main	272 	6 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	14 	8 	8 	1.0 	-1013.0 	[-6, 0] 	0
main	273 	6 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	7 	4 	4 	1.0 	-1006.0 	[-6, 0] 	0
main	274 	6 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	11 	4 	5 	0.0 	-1010.0 	[-6, 0] 	0
main	275 	6 	 T1T2 	 0.0 	10 	7 	6 	0.0 	-1009.0 	12 	5 	2 	0.0 	-1011.0 	[-6, 0] 	0
main	276 	6 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	20 	7 	7 	1.0 	-1019.0 	[-6, 0] 	0
main	277 	6 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	18 	7 	5 	0.0 	-1017.0 	[-6, 0] 	1
main	278 	6 	 T1T2 	 0.0 	10 	5 	2 	0.0 	-1009.0 	11 	2 	6 	0.0 	-1010.0 	[-6, 0] 	0
main	279 	6 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	15 	3 	3 	1.0 	-1014.0 	[-6, 0] 	0
main	280 	6 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	10 	8 	2 	0.0 	-1009.0 	[2, 0] 	0
main	281 	6 	 T1T2 	 0.0 	8 	7 	2 	0.0 	-1007.0 	18 	6 	3 	0.0 	-1017.0 	[2, 0] 	0
main	282 	6 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	16 	1 	1 	1.0 	-1015.0 	[2, 0] 	0
main	283 	6 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	9 	8 	7 	0.0 	-1008.0 	[2, 0] 	0
main	284 	6 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	13 	8 	8 	1.0 	-1012.0 	[2, 0] 	0
main	285 	6 	 T1T2 	 0.0 	14 	4 	2 	0.0 	-1013.0 	16 	2 	8 	0.0 	-1015.0 	[2, 0] 	0
main	286 	6 	 T1T2 	 0.0 	14 	2 	6 	0.0 	-1013.0 	24 	4 	2 	0.0 	-1023.0 	[2, 0] 	0
main	287 	6 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	22 	2 	2 	1.0 	-1021.0 	[2, 0] 	0
main	288 	6 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	15 	7 	7 	1.0 	-1014.0 	[2, 0] 	0
main	289 	6 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[2, 0] 	1
main	290 	6 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	8 	5 	5 	1.0 	-1007.0 	[2, 0] 	0
main	291 	6 	 T1T2 	 0.0 	6 	2 	3 	0.0 	-1005.0 	16 	5 	5 	1.0 	-1015.0 	[2, 0] 	0
main	292 	6 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	14 	1 	1 	1.0 	-1013.0 	[2, 0] 	0
main	293 	6 	 T1T2 	 0.0 	6 	4 	3 	0.0 	-1005.0 	7 	3 	2 	0.0 	-1006.0 	[2, 0] 	0
main	294 	6 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	11 	8 	4 	0.0 	-1010.0 	[2, 0] 	0
main	295 	6 	 T1T2 	 0.0 	10 	5 	3 	0.0 	-1009.0 	12 	3 	5 	0.0 	-1011.0 	[2, 0] 	0
main	296 	6 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	20 	0 	0 	1.0 	-1019.0 	[2, 0] 	0
main	297 	6 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	18 	4 	4 	1.0 	-1017.0 	[2, 0] 	0
main	298 	6 	 T1T2 	 0.0 	10 	3 	0 	0.0 	-1009.0 	11 	0 	3 	0.0 	-1010.0 	[2, 0] 	0
main	299 	6 	 T1T2 	 0.0 	10 	0 	4 	0.0 	-1009.0 	15 	6 	6 	1.0 	-1014.0 	[2, 0] 	0
main	300 	6 	 T1T2 	 0.0 	8 	6 	9 	0.0 	-1007.0 	10 	9 	7 	0.0 	-1009.0 	[6, 0] 	1
main	301 	6 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	18 	5 	5 	1.0 	-1017.0 	[6, 0] 	0
main	302 	6 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	16 	1 	1 	1.0 	-1015.0 	[6, 0] 	0
main	303 	6 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	9 	7 	8 	0.0 	-1008.0 	[6, 0] 	0
main	304 	6 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	13 	9 	9 	1.0 	-1012.0 	[6, 0] 	0
main	305 	6 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	16 	3 	7 	0.0 	-1015.0 	[6, 0] 	0
main	306 	6 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	24 	4 	4 	1.0 	-1023.0 	[6, 0] 	0
main	307 	6 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	22 	4 	4 	1.0 	-1021.0 	[6, 0] 	0
main	308 	6 	 T1T2 	 0.0 	14 	8 	4 	0.0 	-1013.0 	15 	4 	8 	0.0 	-1014.0 	[6, 0] 	0
main	309 	6 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	19 	7 	7 	1.0 	-1018.0 	[6, 0] 	0
main	310 	6 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	8 	5 	5 	1.0 	-1007.0 	[6, 0] 	0
main	311 	6 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	16 	6 	6 	1.0 	-1015.0 	[6, 0] 	1
main	312 	6 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	14 	1 	1 	1.0 	-1013.0 	[6, 0] 	0
main	313 	6 	 T1T2 	 0.0 	6 	6 	1 	0.0 	-1005.0 	7 	5 	3 	0.0 	-1006.0 	[6, 0] 	0
main	314 	6 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	11 	2 	2 	1.0 	-1010.0 	[6, 0] 	0
main	315 	6 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	12 	1 	1 	1.0 	-1011.0 	[6, 0] 	0
main	316 	6 	 T1T2 	 0.0 	10 	7 	8 	0.0 	-1009.0 	20 	0 	0 	1.0 	-1019.0 	[6, 0] 	0
main	317 	6 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	18 	2 	2 	1.0 	-1017.0 	[6, 0] 	0
main	318 	6 	 T1T2 	 0.0 	10 	5 	9 	0.0 	-1009.0 	11 	0 	0 	1.0 	-1010.0 	[6, 0] 	0
main	319 	6 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	15 	7 	7 	1.0 	-1014.0 	[6, 0] 	0
main	320 	6 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	10 	1 	1 	1.0 	-1009.0 	[-2, 0] 	0
main	321 	6 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	18 	7 	3 	0.0 	-1017.0 	[-2, 0] 	0
main	322 	6 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	16 	3 	3 	1.0 	-1015.0 	[-2, 0] 	1
main	323 	6 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	9 	4 	4 	1.0 	-1008.0 	[-2, 0] 	0
main	324 	6 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	13 	1 	1 	1.0 	-1012.0 	[-2, 0] 	0
main	325 	6 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	16 	8 	8 	1.0 	-1015.0 	[-2, 0] 	0
main	326 	6 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	24 	7 	7 	1.0 	-1023.0 	[-2, 0] 	0
main	327 	6 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	22 	0 	0 	1.0 	-1021.0 	[-2, 0] 	0
main	328 	6 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	15 	6 	6 	1.0 	-1014.0 	[-2, 0] 	0
main	329 	6 	 T1T2 	 0.0 	14 	6 	1 	0.0 	-1013.0 	19 	1 	8 	0.0 	-1018.0 	[-2, 0] 	0
main	330 	6 	 T1T2 	 0.0 	6 	6 	1 	0.0 	-1005.0 	8 	7 	7 	1.0 	-1007.0 	[-2, 0] 	0
main	331 	6 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	16 	3 	3 	1.0 	-1015.0 	[-2, 0] 	0
main	332 	6 	 T1T2 	 0.0 	6 	0 	2 	0.0 	-1005.0 	14 	2 	0 	0.0 	-1013.0 	[-2, 0] 	0
main	333 	6 	 T1T2 	 0.0 	6 	9 	3 	0.0 	-1005.0 	7 	2 	9 	0.0 	-1006.0 	[-2, 0] 	1
main	334 	6 	 T1T2 	 0.0 	6 	8 	2 	0.0 	-1005.0 	11 	7 	3 	0.0 	-1010.0 	[-2, 0] 	0
main	335 	6 	 T1T2 	 0.0 	10 	2 	3 	0.0 	-1009.0 	12 	0 	8 	0.0 	-1011.0 	[-2, 0] 	0
main	336 	6 	 T1T2 	 0.0 	10 	6 	3 	0.0 	-1009.0 	20 	3 	8 	0.0 	-1019.0 	[-2, 0] 	0
main	337 	6 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	18 	5 	5 	1.0 	-1017.0 	[-2, 0] 	0
main	338 	6 	 T1T2 	 0.0 	10 	4 	6 	0.0 	-1009.0 	11 	6 	2 	0.0 	-1010.0 	[-2, 0] 	0
main	339 	6 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	15 	5 	5 	1.0 	-1014.0 	[-2, 0] 	0
main	340 	6 	 T1T2 	 0.0 	8 	5 	4 	0.0 	-1007.0 	10 	7 	9 	0.0 	-1009.0 	[-6, 0] 	0
main	341 	6 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	18 	6 	6 	1.0 	-1017.0 	[-6, 0] 	0
main	342 	6 	 T1T2 	 0.0 	8 	6 	4 	0.0 	-1007.0 	16 	8 	8 	1.0 	-1015.0 	[-6, 0] 	0
main	343 	6 	 T1T2 	 0.0 	8 	7 	4 	0.0 	-1007.0 	9 	8 	8 	1.0 	-1008.0 	[-6, 0] 	0
main	344 	6 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[-6, 0] 	0
main	345 	6 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	16 	0 	7 	0.0 	-1015.0 	[-6, 0] 	0
main	346 	6 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	24 	2 	2 	1.0 	-1023.0 	[-6, 0] 	0
main	347 	6 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	22 	9 	9 	1.0 	-1021.0 	[-6, 0] 	0
main	348 	6 	 T1T2 	 0.0 	14 	8 	6 	0.0 	-1013.0 	15 	6 	2 	0.0 	-1014.0 	[-6, 0] 	0
main	349 	6 	 T1T2 	 0.0 	14 	9 	5 	0.0 	-1013.0 	19 	5 	2 	0.0 	-1018.0 	[-6, 0] 	0
main	350 	6 	 T1T2 	 0.0 	6 	4 	5 	0.0 	-1005.0 	8 	9 	8 	0.0 	-1007.0 	[-6, 0] 	0
main	351 	6 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	16 	3 	3 	1.0 	-1015.0 	[-6, 0] 	0
main	352 	6 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	14 	7 	5 	0.0 	-1013.0 	[-6, 0] 	0
main	353 	6 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	7 	1 	1 	1.0 	-1006.0 	[-6, 0] 	0
main	354 	6 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	11 	6 	4 	0.0 	-1010.0 	[-6, 0] 	0
main	355 	6 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	12 	8 	8 	1.0 	-1011.0 	[-6, 0] 	0
main	356 	6 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	20 	4 	3 	0.0 	-1019.0 	[-6, 0] 	0
main	357 	6 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	18 	1 	1 	1.0 	-1017.0 	[-6, 0] 	0
main	358 	6 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	11 	0 	0 	1.0 	-1010.0 	[-6, 0] 	0
main	359 	6 	 T1T2 	 0.0 	10 	8 	4 	0.0 	-1009.0 	15 	6 	8 	0.0 	-1014.0 	[-6, 0] 	0
main	360 	6 	 T1T2 	 0.0 	8 	9 	1 	0.0 	-1007.0 	10 	0 	9 	0.0 	-1009.0 	[2, 0] 	0
main	361 	6 	 T1T2 	 0.0 	8 	4 	1 	0.0 	-1007.0 	18 	0 	4 	0.0 	-1017.0 	[2, 0] 	0
main	362 	6 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	16 	1 	1 	1.0 	-1015.0 	[2, 0] 	0
main	363 	6 	 T1T2 	 0.0 	8 	9 	1 	0.0 	-1007.0 	9 	3 	9 	0.0 	-1008.0 	[2, 0] 	0
main	364 	6 	 T1T2 	 0.0 	8 	2 	1 	0.0 	-1007.0 	13 	1 	7 	0.0 	-1012.0 	[2, 0] 	0
main	365 	6 	 T1T2 	 0.0 	14 	3 	5 	0.0 	-1013.0 	16 	5 	2 	0.0 	-1015.0 	[2, 0] 	0
main	366 	6 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	24 	7 	7 	1.0 	-1023.0 	[2, 0] 	0
main	367 	6 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	22 	9 	9 	1.0 	-1021.0 	[2, 0] 	1
main	368 	6 	 T1T2 	 0.0 	14 	5 	6 	0.0 	-1013.0 	15 	6 	8 	0.0 	-1014.0 	[2, 0] 	0
main	369 	6 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[2, 0] 	0
