experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlips
main	0 	4 	 T1T2 	 0.0 	14 	8 	1 	0.0 	-1013.0 	22 	7 	2 	0.0 	-1021.0 	[-2, 0] 	0
main	1 	4 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	16 	9 	5 	0.0 	-1015.0 	[-2, 0] 	0
main	2 	4 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	19 	0 	2 	0.0 	-1018.0 	[-2, 0] 	0
main	3 	4 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	24 	1 	1 	1.0 	-1023.0 	[-2, 0] 	0
main	4 	4 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	15 	5 	1 	0.0 	-1014.0 	[-2, 0] 	0
main	5 	4 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	14 	8 	8 	1.0 	-1013.0 	[-2, 0] 	0
main	6 	4 	 T1T2 	 0.0 	6 	0 	1 	0.0 	-1005.0 	8 	9 	9 	1.0 	-1007.0 	[-2, 0] 	0
main	7 	4 	 T1T2 	 0.0 	6 	7 	0 	0.0 	-1005.0 	11 	1 	1 	1.0 	-1010.0 	[-2, 0] 	0
main	8 	4 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	16 	4 	4 	1.0 	-1015.0 	[-2, 0] 	0
main	9 	4 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	7 	0 	1 	0.0 	-1006.0 	[-2, 0] 	0
main	10 	4 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	1 	1 	1.0 	-1015.0 	[-2, 0] 	0
main	11 	4 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	10 	6 	1 	0.0 	-1009.0 	[-2, 0] 	0
main	12 	4 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	13 	3 	3 	1.0 	-1012.0 	[-2, 0] 	0
