experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlips
main	0 	8 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	12 	6 	1 	0.0 	-1011.0 	[6, 0] 	0
main	1 	8 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	15 	0 	2 	0.0 	-1014.0 	[6, 0] 	0
main	2 	8 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	20 	2 	2 	1.0 	-1019.0 	[6, 0] 	0
main	3 	8 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	18 	0 	0 	1.0 	-1017.0 	[6, 0] 	0
main	4 	8 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	11 	7 	7 	1.0 	-1010.0 	[6, 0] 	0
main	5 	8 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	16 	1 	1 	1.0 	-1015.0 	[6, 0] 	0
main	6 	8 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[6, 0] 	0
main	7 	8 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	24 	9 	6 	0.0 	-1023.0 	[6, 0] 	0
main	8 	8 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	22 	6 	6 	1.0 	-1021.0 	[6, 0] 	0
main	9 	8 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	15 	1 	1 	1.0 	-1014.0 	[6, 0] 	0
main	10 	8 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	8 	6 	1 	0.0 	-1007.0 	[6, 0] 	0
main	11 	8 	 T1T2 	 0.0 	6 	1 	0 	0.0 	-1005.0 	11 	0 	1 	0.0 	-1010.0 	[6, 0] 	0
main	12 	8 	 T1T2 	 0.0 	6 	1 	9 	0.0 	-1005.0 	16 	9 	1 	0.0 	-1015.0 	[6, 0] 	0
main	13 	8 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	14 	8 	8 	1.0 	-1013.0 	[6, 0] 	0
main	14 	8 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	7 	7 	7 	1.0 	-1006.0 	[6, 0] 	0
main	15 	8 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	10 	5 	4 	0.0 	-1009.0 	[6, 0] 	0
main	16 	8 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	13 	7 	1 	0.0 	-1012.0 	[6, 0] 	0
main	17 	8 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	18 	7 	1 	0.0 	-1017.0 	[6, 0] 	0
main	18 	8 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	16 	3 	3 	1.0 	-1015.0 	[6, 0] 	0
main	19 	8 	 T1T2 	 0.0 	8 	0 	6 	0.0 	-1007.0 	9 	6 	0 	0.0 	-1008.0 	[6, 0] 	0
main	20 	8 	 T1T2 	 0.0 	10 	1 	8 	0.0 	-1009.0 	12 	8 	1 	0.0 	-1011.0 	[-2, 0] 	0
main	21 	8 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	15 	5 	5 	1.0 	-1014.0 	[-2, 0] 	0
main	22 	8 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	20 	4 	4 	1.0 	-1019.0 	[-2, 0] 	0
main	23 	8 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	4 	4 	1.0 	-1017.0 	[-2, 0] 	0
main	24 	8 	 T1T2 	 0.0 	10 	7 	3 	0.0 	-1009.0 	11 	3 	7 	0.0 	-1010.0 	[-2, 0] 	0
main	25 	8 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	16 	4 	4 	1.0 	-1015.0 	[-2, 0] 	0
main	26 	8 	 T1T2 	 0.0 	14 	0 	3 	0.0 	-1013.0 	19 	9 	9 	1.0 	-1018.0 	[-2, 0] 	0
main	27 	8 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	24 	9 	9 	1.0 	-1023.0 	[-2, 0] 	0
main	28 	8 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	22 	9 	9 	1.0 	-1021.0 	[-2, 0] 	0
main	29 	8 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[-2, 0] 	0
main	30 	8 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	8 	4 	4 	1.0 	-1007.0 	[-2, 0] 	0
main	31 	8 	 T1T2 	 0.0 	6 	7 	3 	0.0 	-1005.0 	11 	3 	0 	0.0 	-1010.0 	[-2, 0] 	0
main	32 	8 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	16 	6 	6 	1.0 	-1015.0 	[-2, 0] 	0
main	33 	8 	 T1T2 	 0.0 	6 	0 	8 	0.0 	-1005.0 	14 	8 	1 	0.0 	-1013.0 	[-2, 0] 	0
main	34 	8 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	7 	0 	0 	1.0 	-1006.0 	[-2, 0] 	0
main	35 	8 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	10 	9 	9 	1.0 	-1009.0 	[-2, 0] 	0
main	36 	8 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	13 	4 	4 	1.0 	-1012.0 	[-2, 0] 	0
main	37 	8 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	18 	7 	7 	1.0 	-1017.0 	[-2, 0] 	0
main	38 	8 	 T1T2 	 0.0 	8 	9 	2 	0.0 	-1007.0 	16 	2 	4 	0.0 	-1015.0 	[-2, 0] 	0
main	39 	8 	 T1T2 	 0.0 	8 	8 	2 	0.0 	-1007.0 	9 	2 	8 	0.0 	-1008.0 	[-2, 0] 	0
main	40 	8 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	12 	0 	0 	1.0 	-1011.0 	[2, 0] 	0
main	41 	8 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	15 	1 	0 	0.0 	-1014.0 	[2, 0] 	0
