experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlips
main	45 	14 	 T1T2 	 0.0 	8 	8 	5 	0.0 	-1007.0 	9 	5 	8 	0.0 	-1008.0 	[-2, 0] 	0
main	46 	14 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	10 	4 	2 	0.0 	-1009.0 	[-2, 0] 	0
main	47 	14 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	8 	8 	1.0 	-1015.0 	[-2, 0] 	0
main	48 	14 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[-2, 0] 	0
main	49 	14 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	18 	5 	5 	1.0 	-1017.0 	[-2, 0] 	0
main	50 	14 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	7 	5 	7 	0.0 	-1006.0 	[-2, 0] 	0
main	51 	14 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	8 	4 	4 	1.0 	-1007.0 	[-2, 0] 	0
main	52 	14 	 T1T2 	 0.0 	6 	7 	0 	0.0 	-1005.0 	14 	3 	3 	1.0 	-1013.0 	[-2, 0] 	0
main	53 	14 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	11 	4 	4 	1.0 	-1010.0 	[-2, 0] 	0
main	54 	14 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	16 	1 	1 	1.0 	-1015.0 	[-2, 0] 	0
main	55 	14 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	15 	4 	4 	1.0 	-1014.0 	[-2, 0] 	0
main	56 	14 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	0 	1 	0.0 	-1015.0 	[-2, 0] 	0
main	57 	14 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	22 	9 	9 	1.0 	-1021.0 	[-2, 0] 	0
main	58 	14 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[-2, 0] 	0
main	59 	14 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	24 	0 	0 	1.0 	-1023.0 	[-2, 0] 	0
main	60 	14 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	11 	9 	9 	1.0 	-1010.0 	[2, 0] 	0
main	61 	14 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	12 	2 	2 	1.0 	-1011.0 	[2, 0] 	0
main	62 	14 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	18 	7 	7 	1.0 	-1017.0 	[2, 0] 	0
main	63 	14 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	6 	6 	1.0 	-1014.0 	[2, 0] 	0
main	64 	14 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	20 	3 	3 	1.0 	-1019.0 	[2, 0] 	0
main	65 	14 	 T1T2 	 0.0 	8 	4 	2 	0.0 	-1007.0 	9 	1 	7 	0.0 	-1008.0 	[2, 0] 	0
main	66 	14 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	10 	0 	6 	0.0 	-1009.0 	[2, 0] 	0
main	67 	14 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	5 	5 	1.0 	-1015.0 	[2, 0] 	0
main	68 	14 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	13 	7 	7 	1.0 	-1012.0 	[2, 0] 	0
main	69 	14 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	18 	8 	8 	1.0 	-1017.0 	[2, 0] 	0
main	70 	14 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	7 	9 	9 	1.0 	-1006.0 	[2, 0] 	0
main	71 	14 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	8 	7 	7 	1.0 	-1007.0 	[2, 0] 	0
main	72 	14 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	14 	3 	3 	1.0 	-1013.0 	[2, 0] 	0
main	73 	14 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	11 	9 	9 	1.0 	-1010.0 	[2, 0] 	0
main	74 	14 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	16 	8 	8 	1.0 	-1015.0 	[2, 0] 	0
main	75 	14 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	15 	7 	7 	1.0 	-1014.0 	[2, 0] 	0
main	76 	14 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	3 	3 	1.0 	-1015.0 	[2, 0] 	0
main	77 	14 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	22 	4 	4 	1.0 	-1021.0 	[2, 0] 	0
main	78 	14 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[2, 0] 	0
main	79 	14 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	24 	6 	6 	1.0 	-1023.0 	[2, 0] 	0
main	80 	14 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	11 	8 	8 	1.0 	-1010.0 	[-6, 0] 	1
main	81 	14 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	12 	6 	0 	0.0 	-1011.0 	[-6, 0] 	0
main	82 	14 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	18 	6 	6 	1.0 	-1017.0 	[-6, 0] 	0
main	83 	14 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	4 	4 	1.0 	-1014.0 	[-6, 0] 	0
main	84 	14 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	20 	0 	0 	1.0 	-1019.0 	[-6, 0] 	0
main	85 	14 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	9 	7 	7 	1.0 	-1008.0 	[-6, 0] 	0
main	86 	14 	 T1T2 	 0.0 	8 	6 	3 	0.0 	-1007.0 	10 	3 	6 	0.0 	-1009.0 	[-6, 0] 	0
main	87 	14 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	16 	9 	9 	1.0 	-1015.0 	[-6, 0] 	0
main	88 	14 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[-6, 0] 	0
main	89 	14 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	18 	4 	4 	1.0 	-1017.0 	[-6, 0] 	0
main	90 	14 	 T1T2 	 0.0 	6 	8 	4 	0.0 	-1005.0 	7 	4 	8 	0.0 	-1006.0 	[-6, 0] 	0
main	91 	14 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	8 	0 	0 	1.0 	-1007.0 	[-6, 0] 	0
main	92 	14 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	14 	0 	0 	1.0 	-1013.0 	[-6, 0] 	0
main	93 	14 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	11 	1 	2 	0.0 	-1010.0 	[-6, 0] 	0
main	94 	14 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	16 	0 	7 	0.0 	-1015.0 	[-6, 0] 	0
main	95 	14 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[-6, 0] 	0
main	96 	14 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	16 	8 	8 	1.0 	-1015.0 	[-6, 0] 	0
main	97 	14 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	22 	6 	6 	1.0 	-1021.0 	[-6, 0] 	0
main	98 	14 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[-6, 0] 	0
main	99 	14 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	24 	7 	7 	1.0 	-1023.0 	[-6, 0] 	0
main	100 	14 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	11 	5 	5 	1.0 	-1010.0 	[6, 0] 	0
main	101 	14 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	12 	2 	2 	1.0 	-1011.0 	[6, 0] 	0
main	102 	14 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	18 	0 	6 	0.0 	-1017.0 	[6, 0] 	0
main	103 	14 	 T1T2 	 0.0 	10 	7 	2 	0.0 	-1009.0 	15 	9 	7 	0.0 	-1014.0 	[6, 0] 	0
main	104 	14 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	20 	4 	4 	1.0 	-1019.0 	[6, 0] 	0
main	105 	14 	 T1T2 	 0.0 	8 	0 	1 	0.0 	-1007.0 	9 	1 	0 	0.0 	-1008.0 	[6, 0] 	0
main	106 	14 	 T1T2 	 0.0 	8 	9 	6 	0.0 	-1007.0 	10 	0 	9 	0.0 	-1009.0 	[6, 0] 	0
main	107 	14 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	8 	8 	1.0 	-1015.0 	[6, 0] 	0
main	108 	14 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	13 	0 	7 	0.0 	-1012.0 	[6, 0] 	0
main	109 	14 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	18 	7 	7 	1.0 	-1017.0 	[6, 0] 	0
main	110 	14 	 T1T2 	 0.0 	6 	0 	2 	0.0 	-1005.0 	7 	2 	0 	0.0 	-1006.0 	[6, 0] 	0
main	111 	14 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	8 	7 	7 	1.0 	-1007.0 	[6, 0] 	0
main	112 	14 	 T1T2 	 0.0 	6 	0 	1 	0.0 	-1005.0 	14 	2 	2 	1.0 	-1013.0 	[6, 0] 	0
main	113 	14 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	11 	3 	3 	1.0 	-1010.0 	[6, 0] 	0
main	114 	14 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	16 	4 	4 	1.0 	-1015.0 	[6, 0] 	0
main	115 	14 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	15 	7 	7 	1.0 	-1014.0 	[6, 0] 	0
main	116 	14 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	16 	7 	7 	1.0 	-1015.0 	[6, 0] 	0
main	117 	14 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	22 	2 	2 	1.0 	-1021.0 	[6, 0] 	0
main	118 	14 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	19 	8 	8 	1.0 	-1018.0 	[6, 0] 	0
main	119 	14 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	24 	1 	1 	1.0 	-1023.0 	[6, 0] 	0
main	120 	14 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	11 	6 	6 	1.0 	-1010.0 	[-2, 0] 	0
main	121 	14 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	12 	2 	2 	1.0 	-1011.0 	[-2, 0] 	0
main	122 	14 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	18 	6 	3 	0.0 	-1017.0 	[-2, 0] 	0
main	123 	14 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	15 	6 	6 	1.0 	-1014.0 	[-2, 0] 	0
main	124 	14 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	20 	4 	4 	1.0 	-1019.0 	[-2, 0] 	0
main	125 	14 	 T1T2 	 0.0 	8 	6 	3 	0.0 	-1007.0 	9 	5 	5 	1.0 	-1008.0 	[-2, 0] 	0
main	126 	14 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	10 	7 	2 	0.0 	-1009.0 	[-2, 0] 	0
main	127 	14 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	16 	5 	5 	1.0 	-1015.0 	[-2, 0] 	0
main	128 	14 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[-2, 0] 	0
main	129 	14 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	18 	4 	4 	1.0 	-1017.0 	[-2, 0] 	0
main	130 	14 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	7 	0 	0 	1.0 	-1006.0 	[-2, 0] 	0
main	131 	14 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	8 	3 	4 	0.0 	-1007.0 	[-2, 0] 	0
main	132 	14 	 T1T2 	 0.0 	6 	0 	8 	0.0 	-1005.0 	14 	8 	0 	0.0 	-1013.0 	[-2, 0] 	0
main	133 	14 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	11 	7 	0 	0.0 	-1010.0 	[-2, 0] 	0
main	134 	14 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	16 	5 	5 	1.0 	-1015.0 	[-2, 0] 	0
main	135 	14 	 T1T2 	 0.0 	14 	7 	6 	0.0 	-1013.0 	15 	6 	7 	0.0 	-1014.0 	[-2, 0] 	0
main	136 	14 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	16 	8 	7 	0.0 	-1015.0 	[-2, 0] 	0
main	137 	14 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	22 	4 	7 	0.0 	-1021.0 	[-2, 0] 	0
main	138 	14 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	19 	7 	7 	1.0 	-1018.0 	[-2, 0] 	0
main	139 	14 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	24 	6 	6 	1.0 	-1023.0 	[-2, 0] 	0
main	140 	14 	 T1T2 	 0.0 	10 	0 	2 	0.0 	-1009.0 	11 	1 	1 	1.0 	-1010.0 	[2, 0] 	0
main	141 	14 	 T1T2 	 0.0 	10 	8 	2 	0.0 	-1009.0 	12 	7 	8 	0.0 	-1011.0 	[2, 0] 	0
main	142 	14 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	3 	3 	1.0 	-1017.0 	[2, 0] 	0
main	143 	14 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	15 	9 	9 	1.0 	-1014.0 	[2, 0] 	0
main	144 	14 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	20 	2 	2 	1.0 	-1019.0 	[2, 0] 	0
main	145 	14 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	9 	3 	3 	1.0 	-1008.0 	[2, 0] 	0
main	146 	14 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	10 	5 	5 	1.0 	-1009.0 	[2, 0] 	0
main	147 	14 	 T1T2 	 0.0 	8 	0 	2 	0.0 	-1007.0 	16 	9 	9 	1.0 	-1015.0 	[2, 0] 	0
main	148 	14 	 T1T2 	 0.0 	8 	2 	1 	0.0 	-1007.0 	13 	0 	2 	0.0 	-1012.0 	[2, 0] 	0
main	149 	14 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	18 	7 	7 	1.0 	-1017.0 	[2, 0] 	0
main	150 	14 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	7 	5 	5 	1.0 	-1006.0 	[2, 0] 	0
main	151 	14 	 T1T2 	 0.0 	6 	9 	7 	0.0 	-1005.0 	8 	0 	9 	0.0 	-1007.0 	[2, 0] 	0
main	152 	14 	 T1T2 	 0.0 	6 	9 	0 	0.0 	-1005.0 	14 	0 	9 	0.0 	-1013.0 	[2, 0] 	0
main	153 	14 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	11 	6 	6 	1.0 	-1010.0 	[2, 0] 	0
main	154 	14 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	16 	5 	5 	1.0 	-1015.0 	[2, 0] 	0
main	155 	14 	 T1T2 	 0.0 	14 	9 	7 	0.0 	-1013.0 	15 	7 	9 	0.0 	-1014.0 	[2, 0] 	0
main	156 	14 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	9 	2 	0.0 	-1015.0 	[2, 0] 	0
main	157 	14 	 T1T2 	 0.0 	14 	0 	4 	0.0 	-1013.0 	22 	4 	0 	0.0 	-1021.0 	[2, 0] 	0
main	158 	14 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	19 	8 	7 	0.0 	-1018.0 	[2, 0] 	0
main	159 	14 	 T1T2 	 0.0 	14 	5 	2 	0.0 	-1013.0 	24 	7 	5 	0.0 	-1023.0 	[2, 0] 	0
main	160 	14 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	11 	9 	9 	1.0 	-1010.0 	[-6, 0] 	0
main	161 	14 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	12 	3 	2 	0.0 	-1011.0 	[-6, 0] 	0
main	162 	14 	 T1T2 	 0.0 	10 	0 	8 	0.0 	-1009.0 	18 	8 	9 	0.0 	-1017.0 	[-6, 0] 	0
main	163 	14 	 T1T2 	 0.0 	10 	6 	2 	0.0 	-1009.0 	15 	2 	2 	1.0 	-1014.0 	[-6, 0] 	0
main	164 	14 	 T1T2 	 0.0 	10 	0 	8 	0.0 	-1009.0 	20 	1 	5 	0.0 	-1019.0 	[-6, 0] 	0
main	165 	14 	 T1T2 	 0.0 	8 	7 	0 	0.0 	-1007.0 	9 	3 	3 	1.0 	-1008.0 	[-6, 0] 	0
main	166 	14 	 T1T2 	 0.0 	8 	6 	2 	0.0 	-1007.0 	10 	7 	0 	0.0 	-1009.0 	[-6, 0] 	0
main	167 	14 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	16 	4 	4 	1.0 	-1015.0 	[-6, 0] 	0
main	168 	14 	 T1T2 	 0.0 	8 	5 	7 	0.0 	-1007.0 	13 	1 	5 	0.0 	-1012.0 	[-6, 0] 	0
main	169 	14 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	18 	3 	3 	1.0 	-1017.0 	[-6, 0] 	0
main	170 	14 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	7 	9 	9 	1.0 	-1006.0 	[-6, 0] 	0
main	171 	14 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	8 	8 	0 	0.0 	-1007.0 	[-6, 0] 	0
main	172 	14 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	14 	7 	7 	1.0 	-1013.0 	[-6, 0] 	0
main	173 	14 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	11 	8 	8 	1.0 	-1010.0 	[-6, 0] 	0
main	174 	14 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[-6, 0] 	0
main	175 	14 	 T1T2 	 0.0 	14 	5 	6 	0.0 	-1013.0 	15 	0 	0 	1.0 	-1014.0 	[-6, 0] 	0
main	176 	14 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	16 	6 	7 	0.0 	-1015.0 	[-6, 0] 	0
main	177 	14 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	22 	4 	4 	1.0 	-1021.0 	[-6, 0] 	0
main	178 	14 	 T1T2 	 0.0 	14 	9 	3 	0.0 	-1013.0 	19 	4 	4 	1.0 	-1018.0 	[-6, 0] 	0
main	179 	14 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	24 	9 	9 	1.0 	-1023.0 	[-6, 0] 	0
main	180 	14 	 T1T2 	 0.0 	10 	7 	6 	0.0 	-1009.0 	11 	6 	7 	0.0 	-1010.0 	[6, 0] 	0
main	181 	14 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	12 	7 	1 	0.0 	-1011.0 	[6, 0] 	0
main	182 	14 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	18 	6 	6 	1.0 	-1017.0 	[6, 0] 	0
main	183 	14 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	15 	4 	4 	1.0 	-1014.0 	[6, 0] 	0
main	184 	14 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	20 	9 	9 	1.0 	-1019.0 	[6, 0] 	0
main	185 	14 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	9 	4 	5 	0.0 	-1008.0 	[6, 0] 	0
main	186 	14 	 T1T2 	 0.0 	8 	2 	0 	0.0 	-1007.0 	10 	0 	0 	1.0 	-1009.0 	[6, 0] 	0
main	187 	14 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	16 	3 	3 	1.0 	-1015.0 	[6, 0] 	0
