experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	
main	186 	13 	 T1T2 	 0.0 	8 	6 	1 	0.0 	-1007.0 	10 	7 	7 	1.0 	-1009.0 	[-2, 0] 	0
main	187 	13 	 T1T2 	 0.0 	8 	0 	8 	0.0 	-1007.0 	9 	8 	0 	0.0 	-1008.0 	[-2, 0] 	0
main	188 	13 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	13 	9 	7 	0.0 	-1012.0 	[-2, 0] 	0
main	189 	13 	 T1T2 	 0.0 	8 	4 	3 	0.0 	-1007.0 	16 	3 	4 	0.0 	-1015.0 	[-2, 0] 	0
main	190 	13 	 T1T2 	 0.0 	6 	8 	9 	0.0 	-1005.0 	16 	9 	7 	0.0 	-1015.0 	[-2, 0] 	0
main	191 	13 	 T1T2 	 0.0 	6 	6 	9 	0.0 	-1005.0 	8 	8 	8 	1.0 	-1007.0 	[-2, 0] 	0
main	192 	13 	 T1T2 	 0.0 	6 	8 	9 	0.0 	-1005.0 	7 	9 	8 	0.0 	-1006.0 	[-2, 0] 	0
main	193 	13 	 T1T2 	 0.0 	6 	6 	5 	0.0 	-1005.0 	11 	5 	6 	0.0 	-1010.0 	[-2, 0] 	0
main	194 	13 	 T1T2 	 0.0 	6 	8 	7 	0.0 	-1005.0 	14 	7 	0 	0.0 	-1013.0 	[-2, 0] 	0
main	195 	13 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	20 	5 	5 	1.0 	-1019.0 	[-2, 0] 	0
main	196 	13 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	12 	6 	7 	0.0 	-1011.0 	[-2, 0] 	0
main	197 	13 	 T1T2 	 0.0 	10 	3 	7 	0.0 	-1009.0 	11 	7 	3 	0.0 	-1010.0 	[-2, 0] 	0
main	198 	13 	 T1T2 	 0.0 	10 	4 	0 	0.0 	-1009.0 	15 	0 	4 	0.0 	-1014.0 	[-2, 0] 	0
main	199 	13 	 T1T2 	 0.0 	10 	4 	3 	0.0 	-1009.0 	18 	3 	1 	0.0 	-1017.0 	[-2, 0] 	0
main	200 	13 	 T1T2 	 0.0 	14 	6 	0 	0.0 	-1013.0 	24 	1 	1 	1.0 	-1023.0 	[-6, 0] 	0
main	201 	13 	 T1T2 	 0.0 	14 	1 	4 	0.0 	-1013.0 	16 	9 	1 	0.0 	-1015.0 	[-6, 0] 	0
main	202 	13 	 T1T2 	 0.0 	14 	5 	2 	0.0 	-1013.0 	15 	2 	3 	0.0 	-1014.0 	[-6, 0] 	0
main	203 	13 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	19 	2 	3 	0.0 	-1018.0 	[-6, 0] 	0
main	204 	13 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	22 	0 	0 	1.0 	-1021.0 	[-6, 0] 	0
main	205 	13 	 T1T2 	 0.0 	8 	0 	1 	0.0 	-1007.0 	18 	2 	3 	0.0 	-1017.0 	[-6, 0] 	11
main	206 	13 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	10 	0 	6 	0.0 	-1009.0 	[-6, 0] 	0
main	207 	13 	 T1T2 	 0.0 	8 	0 	1 	0.0 	-1007.0 	9 	7 	0 	0.0 	-1008.0 	[-6, 0] 	0
main	208 	13 	 T1T2 	 0.0 	8 	0 	6 	0.0 	-1007.0 	13 	7 	5 	0.0 	-1012.0 	[-6, 0] 	0
main	209 	13 	 T1T2 	 0.0 	8 	6 	5 	0.0 	-1007.0 	16 	0 	6 	0.0 	-1015.0 	[-6, 0] 	0
main	210 	13 	 T1T2 	 0.0 	6 	2 	3 	0.0 	-1005.0 	16 	3 	4 	0.0 	-1015.0 	[-6, 0] 	0
main	211 	13 	 T1T2 	 0.0 	6 	2 	3 	0.0 	-1005.0 	8 	6 	4 	0.0 	-1007.0 	[-6, 0] 	0
main	212 	13 	 T1T2 	 0.0 	6 	8 	2 	0.0 	-1005.0 	7 	2 	4 	0.0 	-1006.0 	[-6, 0] 	0
main	213 	13 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	11 	0 	7 	0.0 	-1010.0 	[-6, 0] 	0
main	214 	13 	 T1T2 	 0.0 	6 	4 	7 	0.0 	-1005.0 	14 	5 	0 	0.0 	-1013.0 	[-6, 0] 	0
main	215 	13 	 T1T2 	 0.0 	10 	1 	0 	0.0 	-1009.0 	20 	6 	6 	1.0 	-1019.0 	[-6, 0] 	0
main	216 	13 	 T1T2 	 0.0 	10 	0 	2 	0.0 	-1009.0 	12 	9 	3 	0.0 	-1011.0 	[-6, 0] 	0
main	217 	13 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	11 	9 	7 	0.0 	-1010.0 	[-6, 0] 	0
main	218 	13 	 T1T2 	 0.0 	10 	7 	9 	0.0 	-1009.0 	15 	9 	2 	0.0 	-1014.0 	[-6, 0] 	0
main	219 	13 	 T1T2 	 0.0 	10 	5 	4 	0.0 	-1009.0 	18 	2 	9 	0.0 	-1017.0 	[-6, 0] 	1
main	220 	13 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	24 	2 	0 	0.0 	-1023.0 	[2, 0] 	0
main	221 	13 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	16 	4 	4 	1.0 	-1015.0 	[2, 0] 	0
main	222 	13 	 T1T2 	 0.0 	14 	6 	5 	0.0 	-1013.0 	15 	5 	6 	0.0 	-1014.0 	[2, 0] 	0
main	223 	13 	 T1T2 	 0.0 	14 	9 	6 	0.0 	-1013.0 	19 	6 	5 	0.0 	-1018.0 	[2, 0] 	0
main	224 	13 	 T1T2 	 0.0 	14 	3 	0 	0.0 	-1013.0 	22 	9 	1 	0.0 	-1021.0 	[2, 0] 	0
main	225 	13 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	18 	8 	6 	0.0 	-1017.0 	[2, 0] 	0
main	226 	13 	 T1T2 	 0.0 	8 	8 	9 	0.0 	-1007.0 	10 	6 	4 	0.0 	-1009.0 	[2, 0] 	0
main	227 	13 	 T1T2 	 0.0 	8 	5 	6 	0.0 	-1007.0 	9 	6 	5 	0.0 	-1008.0 	[2, 0] 	0
main	228 	13 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	13 	8 	8 	1.0 	-1012.0 	[2, 0] 	0
main	229 	13 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	1 	1 	1.0 	-1015.0 	[2, 0] 	0
main	230 	13 	 T1T2 	 0.0 	6 	8 	5 	0.0 	-1005.0 	16 	5 	0 	0.0 	-1015.0 	[2, 0] 	0
main	231 	13 	 T1T2 	 0.0 	6 	1 	7 	0.0 	-1005.0 	8 	7 	8 	0.0 	-1007.0 	[2, 0] 	0
main	232 	13 	 T1T2 	 0.0 	6 	2 	4 	0.0 	-1005.0 	7 	4 	1 	0.0 	-1006.0 	[2, 0] 	0
main	233 	13 	 T1T2 	 0.0 	6 	4 	7 	0.0 	-1005.0 	11 	7 	2 	0.0 	-1010.0 	[2, 0] 	8
main	234 	13 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	14 	9 	9 	1.0 	-1013.0 	[2, 0] 	0
main	235 	13 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	20 	4 	4 	1.0 	-1019.0 	[2, 0] 	0
main	236 	13 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	12 	3 	4 	0.0 	-1011.0 	[2, 0] 	0
main	237 	13 	 T1T2 	 0.0 	10 	0 	7 	0.0 	-1009.0 	11 	7 	0 	0.0 	-1010.0 	[2, 0] 	0
main	238 	13 	 T1T2 	 0.0 	10 	6 	0 	0.0 	-1009.0 	15 	0 	6 	0.0 	-1014.0 	[2, 0] 	0
main	239 	13 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	5 	5 	1.0 	-1017.0 	[2, 0] 	11
main	240 	13 	 T1T2 	 0.0 	14 	9 	5 	0.0 	-1013.0 	24 	3 	0 	0.0 	-1023.0 	[6, 0] 	0
main	241 	13 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	16 	7 	7 	1.0 	-1015.0 	[6, 0] 	0
main	242 	13 	 T1T2 	 0.0 	14 	4 	5 	0.0 	-1013.0 	15 	5 	4 	0.0 	-1014.0 	[6, 0] 	0
main	243 	13 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	19 	2 	8 	0.0 	-1018.0 	[6, 0] 	0
main	244 	13 	 T1T2 	 0.0 	14 	5 	6 	0.0 	-1013.0 	22 	6 	7 	0.0 	-1021.0 	[6, 0] 	0
main	245 	13 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	18 	1 	7 	0.0 	-1017.0 	[6, 0] 	0
main	246 	13 	 T1T2 	 0.0 	8 	2 	1 	0.0 	-1007.0 	10 	6 	2 	0.0 	-1009.0 	[6, 0] 	0
main	247 	13 	 T1T2 	 0.0 	8 	8 	3 	0.0 	-1007.0 	9 	3 	4 	0.0 	-1008.0 	[6, 0] 	0
main	248 	13 	 T1T2 	 0.0 	8 	0 	5 	0.0 	-1007.0 	13 	5 	3 	0.0 	-1012.0 	[6, 0] 	0
main	249 	13 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	16 	2 	2 	1.0 	-1015.0 	[6, 0] 	1
main	250 	13 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	16 	3 	7 	0.0 	-1015.0 	[6, 0] 	0
main	251 	13 	 T1T2 	 0.0 	6 	6 	0 	0.0 	-1005.0 	8 	0 	7 	0.0 	-1007.0 	[6, 0] 	0
main	252 	13 	 T1T2 	 0.0 	6 	7 	6 	0.0 	-1005.0 	7 	0 	9 	0.0 	-1006.0 	[6, 0] 	0
main	253 	13 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	4 	8 	0.0 	-1010.0 	[6, 0] 	0
main	254 	13 	 T1T2 	 0.0 	6 	8 	0 	0.0 	-1005.0 	14 	5 	8 	0.0 	-1013.0 	[6, 0] 	0
main	255 	13 	 T1T2 	 0.0 	10 	5 	4 	0.0 	-1009.0 	20 	0 	0 	1.0 	-1019.0 	[6, 0] 	0
main	256 	13 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	12 	9 	5 	0.0 	-1011.0 	[6, 0] 	0
main	257 	13 	 T1T2 	 0.0 	10 	4 	3 	0.0 	-1009.0 	11 	3 	7 	0.0 	-1010.0 	[6, 0] 	0
main	258 	13 	 T1T2 	 0.0 	10 	5 	4 	0.0 	-1009.0 	15 	4 	5 	0.0 	-1014.0 	[6, 0] 	0
main	259 	13 	 T1T2 	 0.0 	10 	5 	2 	0.0 	-1009.0 	18 	2 	3 	0.0 	-1017.0 	[6, 0] 	0
main	260 	13 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	24 	0 	7 	0.0 	-1023.0 	[-2, 0] 	0
main	261 	13 	 T1T2 	 0.0 	14 	0 	0 	1.0 	-1013.0 	16 	2 	2 	1.0 	-1015.0 	[-2, 0] 	1
main	262 	13 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	15 	2 	2 	1.0 	-1014.0 	[-2, 0] 	0
main	263 	13 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[-2, 0] 	0
main	264 	13 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	22 	9 	3 	0.0 	-1021.0 	[-2, 0] 	0
main	265 	13 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	18 	7 	7 	1.0 	-1017.0 	[-2, 0] 	0
main	266 	13 	 T1T2 	 0.0 	8 	6 	0 	0.0 	-1007.0 	10 	4 	7 	0.0 	-1009.0 	[-2, 0] 	0
main	267 	13 	 T1T2 	 0.0 	8 	6 	9 	0.0 	-1007.0 	9 	9 	7 	0.0 	-1008.0 	[-2, 0] 	0
main	268 	13 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	13 	5 	5 	1.0 	-1012.0 	[-2, 0] 	0
main	269 	13 	 T1T2 	 0.0 	8 	5 	8 	0.0 	-1007.0 	16 	7 	7 	1.0 	-1015.0 	[-2, 0] 	0
main	270 	13 	 T1T2 	 0.0 	6 	7 	3 	0.0 	-1005.0 	16 	3 	4 	0.0 	-1015.0 	[-2, 0] 	0
main	271 	13 	 T1T2 	 0.0 	6 	9 	3 	0.0 	-1005.0 	8 	1 	5 	0.0 	-1007.0 	[-2, 0] 	0
main	272 	13 	 T1T2 	 0.0 	6 	2 	1 	0.0 	-1005.0 	7 	1 	6 	0.0 	-1006.0 	[-2, 0] 	0
main	273 	13 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	11 	6 	6 	1.0 	-1010.0 	[-2, 0] 	0
main	274 	13 	 T1T2 	 0.0 	6 	6 	5 	0.0 	-1005.0 	14 	5 	0 	0.0 	-1013.0 	[-2, 0] 	0
main	275 	13 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	20 	6 	6 	1.0 	-1019.0 	[-2, 0] 	0
main	276 	13 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	12 	4 	6 	0.0 	-1011.0 	[-2, 0] 	0
main	277 	13 	 T1T2 	 0.0 	10 	6 	0 	0.0 	-1009.0 	11 	4 	5 	0.0 	-1010.0 	[-2, 0] 	0
main	278 	13 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	15 	3 	3 	1.0 	-1014.0 	[-2, 0] 	0
main	279 	13 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	1 	1 	1.0 	-1017.0 	[-2, 0] 	0
main	280 	13 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	24 	6 	7 	0.0 	-1023.0 	[-6, 0] 	0
main	281 	13 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	16 	3 	3 	1.0 	-1015.0 	[-6, 0] 	0
main	282 	13 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	15 	8 	8 	1.0 	-1014.0 	[-6, 0] 	0
main	283 	13 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	19 	5 	5 	1.0 	-1018.0 	[-6, 0] 	0
main	284 	13 	 T1T2 	 0.0 	14 	9 	6 	0.0 	-1013.0 	22 	2 	2 	1.0 	-1021.0 	[-6, 0] 	0
main	285 	13 	 T1T2 	 0.0 	8 	9 	0 	0.0 	-1007.0 	18 	0 	9 	0.0 	-1017.0 	[-6, 0] 	0
main	286 	13 	 T1T2 	 0.0 	8 	4 	7 	0.0 	-1007.0 	10 	7 	0 	0.0 	-1009.0 	[-6, 0] 	0
main	287 	13 	 T1T2 	 0.0 	8 	1 	5 	0.0 	-1007.0 	9 	5 	0 	0.0 	-1008.0 	[-6, 0] 	0
main	288 	13 	 T1T2 	 0.0 	8 	8 	5 	0.0 	-1007.0 	13 	5 	0 	0.0 	-1012.0 	[-6, 0] 	0
main	289 	13 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	7 	6 	0.0 	-1015.0 	[-6, 0] 	8
main	290 	13 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	16 	5 	5 	1.0 	-1015.0 	[-6, 0] 	0
main	291 	13 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	8 	2 	3 	0.0 	-1007.0 	[-6, 0] 	0
main	292 	13 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	7 	5 	5 	1.0 	-1006.0 	[-6, 0] 	0
main	293 	13 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	5 	5 	1.0 	-1010.0 	[-6, 0] 	0
main	294 	13 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	9 	8 	0.0 	-1013.0 	[-6, 0] 	0
main	295 	13 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	20 	7 	7 	1.0 	-1019.0 	[-6, 0] 	0
main	296 	13 	 T1T2 	 0.0 	10 	7 	8 	0.0 	-1009.0 	12 	6 	9 	0.0 	-1011.0 	[-6, 0] 	10
main	297 	13 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	11 	6 	6 	1.0 	-1010.0 	[-6, 0] 	0
main	298 	13 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	15 	7 	0 	0.0 	-1014.0 	[-6, 0] 	0
main	299 	13 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	18 	8 	4 	0.0 	-1017.0 	[-6, 0] 	0
main	300 	13 	 T1T2 	 0.0 	14 	3 	4 	0.0 	-1013.0 	24 	1 	3 	0.0 	-1023.0 	[2, 0] 	0
main	301 	13 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	16 	1 	1 	1.0 	-1015.0 	[2, 0] 	0
main	302 	13 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	15 	5 	4 	0.0 	-1014.0 	[2, 0] 	0
main	303 	13 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	19 	5 	5 	1.0 	-1018.0 	[2, 0] 	0
main	304 	13 	 T1T2 	 0.0 	14 	8 	7 	0.0 	-1013.0 	22 	4 	4 	1.0 	-1021.0 	[2, 0] 	0
main	305 	13 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	18 	8 	5 	0.0 	-1017.0 	[2, 0] 	0
main	306 	13 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	10 	2 	3 	0.0 	-1009.0 	[2, 0] 	0
main	307 	13 	 T1T2 	 0.0 	8 	3 	0 	0.0 	-1007.0 	9 	0 	4 	0.0 	-1008.0 	[2, 0] 	0
main	308 	13 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	13 	0 	8 	0.0 	-1012.0 	[2, 0] 	0
main	309 	13 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	16 	9 	5 	0.0 	-1015.0 	[2, 0] 	0
main	310 	13 	 T1T2 	 0.0 	6 	5 	7 	0.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[2, 0] 	0
main	311 	13 	 T1T2 	 0.0 	6 	4 	3 	0.0 	-1005.0 	8 	7 	4 	0.0 	-1007.0 	[2, 0] 	0
main	312 	13 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	7 	0 	0 	1.0 	-1006.0 	[2, 0] 	0
main	313 	13 	 T1T2 	 0.0 	6 	7 	0 	0.0 	-1005.0 	11 	3 	2 	0.0 	-1010.0 	[2, 0] 	0
main	314 	13 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	14 	1 	8 	0.0 	-1013.0 	[2, 0] 	0
main	315 	13 	 T1T2 	 0.0 	10 	1 	0 	0.0 	-1009.0 	20 	6 	9 	0.0 	-1019.0 	[2, 0] 	0
main	316 	13 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	12 	6 	6 	1.0 	-1011.0 	[2, 0] 	0
main	317 	13 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	11 	0 	0 	1.0 	-1010.0 	[2, 0] 	0
main	318 	13 	 T1T2 	 0.0 	10 	1 	4 	0.0 	-1009.0 	15 	3 	1 	0.0 	-1014.0 	[2, 0] 	0
main	319 	13 	 T1T2 	 0.0 	10 	8 	5 	0.0 	-1009.0 	18 	5 	1 	0.0 	-1017.0 	[2, 0] 	0
main	320 	13 	 T1T2 	 0.0 	14 	9 	0 	0.0 	-1013.0 	24 	5 	1 	0.0 	-1023.0 	[6, 0] 	0
main	321 	13 	 T1T2 	 0.0 	14 	4 	9 	0.0 	-1013.0 	16 	0 	5 	0.0 	-1015.0 	[6, 0] 	0
main	322 	13 	 T1T2 	 0.0 	14 	1 	0 	0.0 	-1013.0 	15 	3 	2 	0.0 	-1014.0 	[6, 0] 	0
main	323 	13 	 T1T2 	 0.0 	14 	3 	0 	0.0 	-1013.0 	19 	0 	4 	0.0 	-1018.0 	[6, 0] 	0
main	324 	13 	 T1T2 	 0.0 	14 	9 	4 	0.0 	-1013.0 	22 	8 	2 	0.0 	-1021.0 	[6, 0] 	0
main	325 	13 	 T1T2 	 0.0 	8 	5 	0 	0.0 	-1007.0 	18 	8 	2 	0.0 	-1017.0 	[6, 0] 	0
main	326 	13 	 T1T2 	 0.0 	8 	6 	4 	0.0 	-1007.0 	10 	0 	6 	0.0 	-1009.0 	[6, 0] 	0
main	327 	13 	 T1T2 	 0.0 	8 	8 	1 	0.0 	-1007.0 	9 	3 	4 	0.0 	-1008.0 	[6, 0] 	0
main	328 	13 	 T1T2 	 0.0 	8 	8 	2 	0.0 	-1007.0 	13 	0 	4 	0.0 	-1012.0 	[6, 0] 	0
main	329 	13 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	8 	5 	0.0 	-1015.0 	[6, 0] 	0
main	330 	13 	 T1T2 	 0.0 	6 	7 	0 	0.0 	-1005.0 	16 	4 	3 	0.0 	-1015.0 	[6, 0] 	5
main	331 	13 	 T1T2 	 0.0 	6 	8 	9 	0.0 	-1005.0 	8 	9 	1 	0.0 	-1007.0 	[6, 0] 	0
main	332 	13 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	7 	0 	0 	1.0 	-1006.0 	[6, 0] 	0
main	333 	13 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	11 	0 	4 	0.0 	-1010.0 	[6, 0] 	0
main	334 	13 	 T1T2 	 0.0 	6 	5 	2 	0.0 	-1005.0 	14 	2 	3 	0.0 	-1013.0 	[6, 0] 	0
main	335 	13 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	20 	7 	9 	0.0 	-1019.0 	[6, 0] 	0
main	336 	13 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	12 	8 	4 	0.0 	-1011.0 	[6, 0] 	0
main	337 	13 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	11 	5 	3 	0.0 	-1010.0 	[6, 0] 	0
main	338 	13 	 T1T2 	 0.0 	10 	7 	0 	0.0 	-1009.0 	15 	6 	3 	0.0 	-1014.0 	[6, 0] 	0
main	339 	13 	 T1T2 	 0.0 	10 	8 	0 	0.0 	-1009.0 	18 	1 	4 	0.0 	-1017.0 	[6, 0] 	0
main	340 	13 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	24 	5 	5 	1.0 	-1023.0 	[-2, 0] 	0
main	341 	13 	 T1T2 	 0.0 	14 	7 	1 	0.0 	-1013.0 	16 	8 	7 	0.0 	-1015.0 	[-2, 0] 	0
main	342 	13 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	15 	1 	1 	1.0 	-1014.0 	[-2, 0] 	0
main	343 	13 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	19 	2 	2 	1.0 	-1018.0 	[-2, 0] 	0
main	344 	13 	 T1T2 	 0.0 	14 	4 	3 	0.0 	-1013.0 	22 	2 	2 	1.0 	-1021.0 	[-2, 0] 	0
main	345 	13 	 T1T2 	 0.0 	8 	6 	4 	0.0 	-1007.0 	18 	4 	0 	0.0 	-1017.0 	[-2, 0] 	0
main	346 	13 	 T1T2 	 0.0 	8 	6 	0 	0.0 	-1007.0 	10 	0 	1 	0.0 	-1009.0 	[-2, 0] 	0
main	347 	13 	 T1T2 	 0.0 	8 	6 	5 	0.0 	-1007.0 	9 	5 	6 	0.0 	-1008.0 	[-2, 0] 	0
main	348 	13 	 T1T2 	 0.0 	8 	8 	0 	0.0 	-1007.0 	13 	0 	4 	0.0 	-1012.0 	[-2, 0] 	0
main	349 	13 	 T1T2 	 0.0 	8 	0 	6 	0.0 	-1007.0 	16 	6 	8 	0.0 	-1015.0 	[-2, 0] 	0
main	350 	13 	 T1T2 	 0.0 	6 	5 	2 	0.0 	-1005.0 	16 	2 	8 	0.0 	-1015.0 	[-2, 0] 	0
main	351 	13 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	8 	3 	4 	0.0 	-1007.0 	[-2, 0] 	0
main	352 	13 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	7 	1 	1 	1.0 	-1006.0 	[-2, 0] 	0
main	353 	13 	 T1T2 	 0.0 	6 	7 	1 	0.0 	-1005.0 	11 	4 	2 	0.0 	-1010.0 	[-2, 0] 	0
main	354 	13 	 T1T2 	 0.0 	6 	9 	8 	0.0 	-1005.0 	14 	1 	3 	0.0 	-1013.0 	[-2, 0] 	0
main	355 	13 	 T1T2 	 0.0 	10 	5 	7 	0.0 	-1009.0 	20 	8 	8 	1.0 	-1019.0 	[-2, 0] 	0
main	356 	13 	 T1T2 	 0.0 	10 	7 	5 	0.0 	-1009.0 	12 	5 	6 	0.0 	-1011.0 	[-2, 0] 	0
main	357 	13 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	11 	8 	8 	1.0 	-1010.0 	[-2, 0] 	0
main	358 	13 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	15 	3 	3 	1.0 	-1014.0 	[-2, 0] 	0
main	359 	13 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	18 	1 	1 	1.0 	-1017.0 	[-2, 0] 	3
main	360 	13 	 T1T2 	 0.0 	14 	2 	0 	0.0 	-1013.0 	24 	8 	2 	0.0 	-1023.0 	[-6, 0] 	0
main	361 	13 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	16 	4 	4 	1.0 	-1015.0 	[-6, 0] 	0
main	362 	13 	 T1T2 	 0.0 	14 	7 	3 	0.0 	-1013.0 	15 	4 	4 	1.0 	-1014.0 	[-6, 0] 	0
main	363 	13 	 T1T2 	 0.0 	14 	4 	7 	0.0 	-1013.0 	19 	2 	6 	0.0 	-1018.0 	[-6, 0] 	0
main	364 	13 	 T1T2 	 0.0 	14 	4 	3 	0.0 	-1013.0 	22 	3 	0 	0.0 	-1021.0 	[-6, 0] 	0
main	365 	13 	 T1T2 	 0.0 	8 	3 	0 	0.0 	-1007.0 	18 	0 	4 	0.0 	-1017.0 	[-6, 0] 	0
main	366 	13 	 T1T2 	 0.0 	8 	4 	3 	0.0 	-1007.0 	10 	7 	7 	1.0 	-1009.0 	[-6, 0] 	0
main	367 	13 	 T1T2 	 0.0 	8 	6 	1 	0.0 	-1007.0 	9 	1 	6 	0.0 	-1008.0 	[-6, 0] 	0
main	368 	13 	 T1T2 	 0.0 	8 	0 	2 	0.0 	-1007.0 	13 	2 	3 	0.0 	-1012.0 	[-6, 0] 	0
main	369 	13 	 T1T2 	 0.0 	8 	0 	9 	0.0 	-1007.0 	16 	1 	3 	0.0 	-1015.0 	[-6, 0] 	0
main	370 	13 	 T1T2 	 0.0 	6 	0 	3 	0.0 	-1005.0 	16 	4 	4 	1.0 	-1015.0 	[-6, 0] 	0
main	371 	13 	 T1T2 	 0.0 	6 	9 	4 	0.0 	-1005.0 	8 	3 	0 	0.0 	-1007.0 	[-6, 0] 	0
main	372 	13 	 T1T2 	 0.0 	6 	4 	3 	0.0 	-1005.0 	7 	3 	5 	0.0 	-1006.0 	[-6, 0] 	0
main	373 	13 	 T1T2 	 0.0 	6 	7 	5 	0.0 	-1005.0 	11 	5 	4 	0.0 	-1010.0 	[-6, 0] 	0
main	374 	13 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	0 	7 	0.0 	-1013.0 	[-6, 0] 	0
