experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlipsmain	0 	15 	 T1T2 	 0.0 	8 	7 	1 	0.0 	-1007.0 	10 	2 	3 	0.0 	-1009.0 	[-6, 0] 	0
main	186 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	20 	5 	5 	1.0 	-1019.0 	[6, 0] 	0
main	187 	15 	 T1T2 	 0.0 	10 	4 	8 	0.0 	-1009.0 	11 	8 	3 	0.0 	-1010.0 	[6, 0] 	0
main	188 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	15 	6 	6 	1.0 	-1014.0 	[6, 0] 	0
main	189 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	5 	5 	1.0 	-1017.0 	[6, 0] 	0
main	190 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	5 	7 	0.0 	-1015.0 	[6, 0] 	1
main	191 	15 	 T1T2 	 0.0 	14 	2 	7 	0.0 	-1013.0 	24 	1 	1 	1.0 	-1023.0 	[6, 0] 	0
main	192 	15 	 T1T2 	 0.0 	14 	2 	8 	0.0 	-1013.0 	15 	8 	3 	0.0 	-1014.0 	[6, 0] 	0
main	193 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	19 	5 	5 	1.0 	-1018.0 	[6, 0] 	0
main	194 	15 	 T1T2 	 0.0 	14 	5 	1 	0.0 	-1013.0 	22 	1 	5 	0.0 	-1021.0 	[6, 0] 	0
main	195 	15 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	8 	1 	1 	1.0 	-1007.0 	[6, 0] 	0
main	196 	15 	 T1T2 	 0.0 	6 	1 	4 	0.0 	-1005.0 	16 	7 	7 	1.0 	-1015.0 	[6, 0] 	0
main	197 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	7 	5 	5 	1.0 	-1006.0 	[6, 0] 	0
main	198 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	11 	9 	9 	1.0 	-1010.0 	[6, 0] 	0
main	199 	15 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	14 	9 	9 	1.0 	-1013.0 	[6, 0] 	0
main	200 	15 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	10 	8 	8 	1.0 	-1009.0 	[2, 0] 	0
main	201 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	18 	2 	2 	1.0 	-1017.0 	[2, 0] 	1
main	202 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	9 	3 	3 	1.0 	-1008.0 	[2, 0] 	0
main	203 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	13 	5 	5 	1.0 	-1012.0 	[2, 0] 	0
main	204 	15 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	16 	8 	8 	1.0 	-1015.0 	[2, 0] 	0
main	205 	15 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	12 	2 	9 	0.0 	-1011.0 	[2, 0] 	0
main	206 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	20 	9 	9 	1.0 	-1019.0 	[2, 0] 	0
main	207 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	11 	2 	2 	1.0 	-1010.0 	[2, 0] 	0
main	208 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	15 	7 	1 	0.0 	-1014.0 	[2, 0] 	0
main	209 	15 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	18 	7 	7 	1.0 	-1017.0 	[2, 0] 	0
main	210 	15 	 T1T2 	 0.0 	14 	8 	1 	0.0 	-1013.0 	16 	5 	8 	0.0 	-1015.0 	[2, 0] 	0
main	211 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	24 	6 	7 	0.0 	-1023.0 	[2, 0] 	0
main	212 	15 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[2, 0] 	0
main	213 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	19 	3 	3 	1.0 	-1018.0 	[2, 0] 	0
main	214 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	22 	8 	8 	1.0 	-1021.0 	[2, 0] 	0
main	215 	15 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	8 	8 	8 	1.0 	-1007.0 	[2, 0] 	0
main	216 	15 	 T1T2 	 0.0 	6 	0 	9 	0.0 	-1005.0 	16 	1 	1 	1.0 	-1015.0 	[2, 0] 	0
main	217 	15 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	7 	9 	9 	1.0 	-1006.0 	[2, 0] 	0
main	218 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	11 	3 	3 	1.0 	-1010.0 	[2, 0] 	0
main	219 	15 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	14 	4 	4 	1.0 	-1013.0 	[2, 0] 	0
main	220 	15 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	10 	4 	4 	1.0 	-1009.0 	[-2, 0] 	0
main	221 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	18 	3 	3 	1.0 	-1017.0 	[-2, 0] 	0
main	222 	15 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	9 	4 	4 	1.0 	-1008.0 	[-2, 0] 	0
main	223 	15 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	13 	0 	0 	1.0 	-1012.0 	[-2, 0] 	0
main	224 	15 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	16 	6 	6 	1.0 	-1015.0 	[-2, 0] 	1
main	225 	15 	 T1T2 	 0.0 	10 	8 	6 	0.0 	-1009.0 	12 	6 	8 	0.0 	-1011.0 	[-2, 0] 	0
main	226 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	20 	3 	3 	1.0 	-1019.0 	[-2, 0] 	0
main	227 	15 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	11 	1 	1 	1.0 	-1010.0 	[-2, 0] 	0
main	228 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	15 	8 	8 	1.0 	-1014.0 	[-2, 0] 	0
main	229 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	18 	9 	9 	1.0 	-1017.0 	[-2, 0] 	0
main	230 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	16 	6 	6 	1.0 	-1015.0 	[-2, 0] 	0
main	231 	15 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	24 	6 	6 	1.0 	-1023.0 	[-2, 0] 	0
main	232 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	15 	9 	9 	1.0 	-1014.0 	[-2, 0] 	0
main	233 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	19 	3 	3 	1.0 	-1018.0 	[-2, 0] 	0
main	234 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	22 	0 	0 	1.0 	-1021.0 	[-2, 0] 	0
main	235 	15 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	8 	6 	6 	1.0 	-1007.0 	[-2, 0] 	1
main	236 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	16 	8 	8 	1.0 	-1015.0 	[-2, 0] 	0
main	237 	15 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	7 	6 	6 	1.0 	-1006.0 	[-2, 0] 	0
main	238 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	11 	3 	3 	1.0 	-1010.0 	[-2, 0] 	0
main	239 	15 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	14 	4 	4 	1.0 	-1013.0 	[-2, 0] 	0
main	240 	15 	 T1T2 	 0.0 	8 	7 	4 	0.0 	-1007.0 	10 	4 	7 	0.0 	-1009.0 	[-6, 0] 	0
main	241 	15 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	18 	3 	3 	1.0 	-1017.0 	[-6, 0] 	0
main	242 	15 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	9 	1 	1 	1.0 	-1008.0 	[-6, 0] 	0
main	243 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	13 	7 	3 	0.0 	-1012.0 	[-6, 0] 	0
main	244 	15 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	16 	2 	2 	1.0 	-1015.0 	[-6, 0] 	0
main	245 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	12 	4 	4 	1.0 	-1011.0 	[-6, 0] 	0
main	246 	15 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	20 	0 	0 	1.0 	-1019.0 	[-6, 0] 	0
main	247 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	11 	9 	9 	1.0 	-1010.0 	[-6, 0] 	2
main	248 	15 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	15 	0 	0 	1.0 	-1014.0 	[-6, 0] 	0
main	249 	15 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	18 	4 	4 	1.0 	-1017.0 	[-6, 0] 	0
main	250 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	16 	8 	8 	1.0 	-1015.0 	[-6, 0] 	0
main	251 	15 	 T1T2 	 0.0 	14 	7 	1 	0.0 	-1013.0 	24 	1 	8 	0.0 	-1023.0 	[-6, 0] 	0
main	252 	15 	 T1T2 	 0.0 	14 	0 	8 	0.0 	-1013.0 	15 	8 	2 	0.0 	-1014.0 	[-6, 0] 	0
main	253 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	19 	9 	9 	1.0 	-1018.0 	[-6, 0] 	0
main	254 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	22 	5 	7 	0.0 	-1021.0 	[-6, 0] 	0
main	255 	15 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	8 	9 	9 	1.0 	-1007.0 	[-6, 0] 	0
main	256 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	16 	2 	2 	1.0 	-1015.0 	[-6, 0] 	0
main	257 	15 	 T1T2 	 0.0 	6 	7 	8 	0.0 	-1005.0 	7 	8 	7 	0.0 	-1006.0 	[-6, 0] 	0
main	258 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	11 	7 	4 	0.0 	-1010.0 	[-6, 0] 	1
main	259 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	14 	2 	2 	1.0 	-1013.0 	[-6, 0] 	0
main	260 	15 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	10 	3 	3 	1.0 	-1009.0 	[6, 0] 	0
main	261 	15 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	18 	7 	7 	1.0 	-1017.0 	[6, 0] 	0
main	262 	15 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	9 	8 	8 	1.0 	-1008.0 	[6, 0] 	0
main	263 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[6, 0] 	0
main	264 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	16 	8 	8 	1.0 	-1015.0 	[6, 0] 	0
main	265 	15 	 T1T2 	 0.0 	10 	7 	7 	1.0 	-1009.0 	12 	0 	0 	1.0 	-1011.0 	[6, 0] 	0
main	266 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	20 	1 	4 	0.0 	-1019.0 	[6, 0] 	0
main	267 	15 	 T1T2 	 0.0 	10 	7 	6 	0.0 	-1009.0 	11 	0 	7 	0.0 	-1010.0 	[6, 0] 	0
main	268 	15 	 T1T2 	 0.0 	10 	8 	8 	1.0 	-1009.0 	15 	4 	4 	1.0 	-1014.0 	[6, 0] 	0
main	269 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	1 	1 	1.0 	-1017.0 	[6, 0] 	0
main	270 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	16 	4 	4 	1.0 	-1015.0 	[6, 0] 	0
main	271 	15 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	24 	8 	8 	1.0 	-1023.0 	[6, 0] 	0
main	272 	15 	 T1T2 	 0.0 	14 	7 	9 	0.0 	-1013.0 	15 	3 	3 	1.0 	-1014.0 	[6, 0] 	0
main	273 	15 	 T1T2 	 0.0 	14 	5 	1 	0.0 	-1013.0 	19 	6 	6 	1.0 	-1018.0 	[6, 0] 	0
main	274 	15 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	22 	7 	7 	1.0 	-1021.0 	[6, 0] 	0
main	275 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	8 	7 	7 	1.0 	-1007.0 	[6, 0] 	0
main	276 	15 	 T1T2 	 0.0 	6 	7 	2 	0.0 	-1005.0 	16 	2 	8 	0.0 	-1015.0 	[6, 0] 	0
main	277 	15 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	7 	5 	5 	1.0 	-1006.0 	[6, 0] 	0
main	278 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	11 	6 	6 	1.0 	-1010.0 	[6, 0] 	0
main	279 	15 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	14 	2 	2 	1.0 	-1013.0 	[6, 0] 	0
main	280 	15 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	10 	5 	5 	1.0 	-1009.0 	[2, 0] 	0
main	281 	15 	 T1T2 	 0.0 	8 	8 	0 	0.0 	-1007.0 	18 	5 	8 	0.0 	-1017.0 	[2, 0] 	1
main	282 	15 	 T1T2 	 0.0 	8 	2 	0 	0.0 	-1007.0 	9 	0 	2 	0.0 	-1008.0 	[2, 0] 	0
main	283 	15 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	13 	5 	5 	1.0 	-1012.0 	[2, 0] 	0
main	284 	15 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	16 	0 	1 	0.0 	-1015.0 	[2, 0] 	0
main	285 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	12 	7 	7 	1.0 	-1011.0 	[2, 0] 	0
main	286 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	20 	1 	1 	1.0 	-1019.0 	[2, 0] 	0
main	287 	15 	 T1T2 	 0.0 	10 	5 	4 	0.0 	-1009.0 	11 	4 	5 	0.0 	-1010.0 	[2, 0] 	0
main	288 	15 	 T1T2 	 0.0 	10 	4 	4 	1.0 	-1009.0 	15 	2 	2 	1.0 	-1014.0 	[2, 0] 	0
main	289 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	18 	7 	7 	1.0 	-1017.0 	[2, 0] 	0
main	290 	15 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	16 	3 	3 	1.0 	-1015.0 	[2, 0] 	0
main	291 	15 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	24 	2 	2 	1.0 	-1023.0 	[2, 0] 	0
main	292 	15 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	15 	9 	9 	1.0 	-1014.0 	[2, 0] 	1
main	293 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	19 	0 	0 	1.0 	-1018.0 	[2, 0] 	0
main	294 	15 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	22 	6 	6 	1.0 	-1021.0 	[2, 0] 	0
main	295 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	8 	3 	3 	1.0 	-1007.0 	[2, 0] 	0
main	296 	15 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	16 	9 	9 	1.0 	-1015.0 	[2, 0] 	0
main	297 	15 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	7 	2 	2 	1.0 	-1006.0 	[2, 0] 	0
main	298 	15 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	11 	8 	8 	1.0 	-1010.0 	[2, 0] 	0
main	299 	15 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	1 	1 	1.0 	-1013.0 	[2, 0] 	0
main	300 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	10 	7 	7 	1.0 	-1009.0 	[-2, 0] 	0
main	301 	15 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	18 	1 	1 	1.0 	-1017.0 	[-2, 0] 	0
main	302 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	9 	8 	8 	1.0 	-1008.0 	[-2, 0] 	0
main	303 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	13 	8 	8 	1.0 	-1012.0 	[-2, 0] 	0
main	304 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	16 	9 	9 	1.0 	-1015.0 	[-2, 0] 	0
main	305 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	12 	2 	2 	1.0 	-1011.0 	[-2, 0] 	0
main	306 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	20 	2 	2 	1.0 	-1019.0 	[-2, 0] 	0
main	307 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	11 	2 	2 	1.0 	-1010.0 	[-2, 0] 	0
main	308 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	15 	3 	3 	1.0 	-1014.0 	[-2, 0] 	0
main	309 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	18 	9 	9 	1.0 	-1017.0 	[-2, 0] 	0
main	310 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	16 	1 	7 	0.0 	-1015.0 	[-2, 0] 	0
main	311 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	24 	1 	1 	1.0 	-1023.0 	[-2, 0] 	0
main	312 	15 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	15 	0 	0 	1.0 	-1014.0 	[-2, 0] 	0
main	313 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	19 	4 	4 	1.0 	-1018.0 	[-2, 0] 	0
main	314 	15 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	22 	2 	2 	1.0 	-1021.0 	[-2, 0] 	0
main	315 	15 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	8 	6 	6 	1.0 	-1007.0 	[-2, 0] 	1
main	316 	15 	 T1T2 	 0.0 	6 	7 	1 	0.0 	-1005.0 	16 	5 	5 	1.0 	-1015.0 	[-2, 0] 	0
main	317 	15 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	7 	8 	8 	1.0 	-1006.0 	[-2, 0] 	0
main	318 	15 	 T1T2 	 0.0 	6 	0 	0 	1.0 	-1005.0 	11 	2 	2 	1.0 	-1010.0 	[-2, 0] 	0
main	319 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	14 	7 	7 	1.0 	-1013.0 	[-2, 0] 	0
main	320 	15 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	10 	6 	6 	1.0 	-1009.0 	[-6, 0] 	0
main	321 	15 	 T1T2 	 0.0 	8 	2 	2 	1.0 	-1007.0 	18 	0 	0 	1.0 	-1017.0 	[-6, 0] 	0
main	322 	15 	 T1T2 	 0.0 	8 	5 	0 	0.0 	-1007.0 	9 	0 	5 	0.0 	-1008.0 	[-6, 0] 	0
main	323 	15 	 T1T2 	 0.0 	8 	0 	0 	1.0 	-1007.0 	13 	9 	9 	1.0 	-1012.0 	[-6, 0] 	0
main	324 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	16 	3 	3 	1.0 	-1015.0 	[-6, 0] 	0
main	325 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	12 	0 	0 	1.0 	-1011.0 	[-6, 0] 	0
main	326 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	20 	8 	8 	1.0 	-1019.0 	[-6, 0] 	1
main	327 	15 	 T1T2 	 0.0 	10 	0 	2 	0.0 	-1009.0 	11 	2 	0 	0.0 	-1010.0 	[-6, 0] 	0
main	328 	15 	 T1T2 	 0.0 	10 	0 	0 	1.0 	-1009.0 	15 	1 	1 	1.0 	-1014.0 	[-6, 0] 	0
main	329 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	18 	3 	3 	1.0 	-1017.0 	[-6, 0] 	0
main	330 	15 	 T1T2 	 0.0 	14 	5 	1 	0.0 	-1013.0 	16 	3 	3 	1.0 	-1015.0 	[-6, 0] 	0
main	331 	15 	 T1T2 	 0.0 	14 	8 	4 	0.0 	-1013.0 	24 	0 	8 	0.0 	-1023.0 	[-6, 0] 	0
main	332 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	15 	6 	6 	1.0 	-1014.0 	[-6, 0] 	0
main	333 	15 	 T1T2 	 0.0 	14 	1 	1 	1.0 	-1013.0 	19 	5 	5 	1.0 	-1018.0 	[-6, 0] 	0
main	334 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	22 	8 	8 	1.0 	-1021.0 	[-6, 0] 	0
main	335 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	8 	0 	0 	1.0 	-1007.0 	[-6, 0] 	0
main	336 	15 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	16 	8 	8 	1.0 	-1015.0 	[-6, 0] 	0
main	337 	15 	 T1T2 	 0.0 	6 	3 	3 	1.0 	-1005.0 	7 	4 	4 	1.0 	-1006.0 	[-6, 0] 	0
main	338 	15 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	11 	9 	9 	1.0 	-1010.0 	[-6, 0] 	0
main	339 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	14 	0 	0 	1.0 	-1013.0 	[-6, 0] 	0
main	340 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	10 	8 	8 	1.0 	-1009.0 	[6, 0] 	0
main	341 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	18 	0 	1 	0.0 	-1017.0 	[6, 0] 	0
main	342 	15 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	9 	9 	9 	1.0 	-1008.0 	[6, 0] 	0
main	343 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	13 	4 	4 	1.0 	-1012.0 	[6, 0] 	0
main	344 	15 	 T1T2 	 0.0 	8 	1 	1 	1.0 	-1007.0 	16 	4 	4 	1.0 	-1015.0 	[6, 0] 	0
main	345 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	12 	7 	7 	1.0 	-1011.0 	[6, 0] 	0
main	346 	15 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	20 	7 	7 	1.0 	-1019.0 	[6, 0] 	0
main	347 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	11 	7 	7 	1.0 	-1010.0 	[6, 0] 	0
main	348 	15 	 T1T2 	 0.0 	10 	9 	9 	1.0 	-1009.0 	15 	7 	7 	1.0 	-1014.0 	[6, 0] 	0
main	349 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	18 	7 	7 	1.0 	-1017.0 	[6, 0] 	1
main	350 	15 	 T1T2 	 0.0 	14 	7 	5 	0.0 	-1013.0 	16 	4 	3 	0.0 	-1015.0 	[6, 0] 	0
main	351 	15 	 T1T2 	 0.0 	14 	6 	6 	1.0 	-1013.0 	24 	9 	9 	1.0 	-1023.0 	[6, 0] 	0
main	352 	15 	 T1T2 	 0.0 	14 	7 	7 	1.0 	-1013.0 	15 	9 	9 	1.0 	-1014.0 	[6, 0] 	0
main	353 	15 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	19 	9 	9 	1.0 	-1018.0 	[6, 0] 	0
main	354 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	22 	3 	3 	1.0 	-1021.0 	[6, 0] 	0
main	355 	15 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	8 	8 	8 	1.0 	-1007.0 	[6, 0] 	0
main	356 	15 	 T1T2 	 0.0 	6 	4 	1 	0.0 	-1005.0 	16 	6 	6 	1.0 	-1015.0 	[6, 0] 	0
main	357 	15 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	7 	5 	5 	1.0 	-1006.0 	[6, 0] 	0
main	358 	15 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	11 	6 	6 	1.0 	-1010.0 	[6, 0] 	0
main	359 	15 	 T1T2 	 0.0 	6 	7 	7 	1.0 	-1005.0 	14 	2 	2 	1.0 	-1013.0 	[6, 0] 	0
main	360 	15 	 T1T2 	 0.0 	8 	4 	4 	1.0 	-1007.0 	10 	0 	0 	1.0 	-1009.0 	[2, 0] 	1
main	361 	15 	 T1T2 	 0.0 	8 	8 	8 	1.0 	-1007.0 	18 	4 	4 	1.0 	-1017.0 	[2, 0] 	0
main	362 	15 	 T1T2 	 0.0 	8 	5 	8 	0.0 	-1007.0 	9 	8 	5 	0.0 	-1008.0 	[2, 0] 	0
main	363 	15 	 T1T2 	 0.0 	8 	3 	3 	1.0 	-1007.0 	13 	2 	2 	1.0 	-1012.0 	[2, 0] 	0
main	364 	15 	 T1T2 	 0.0 	8 	9 	9 	1.0 	-1007.0 	16 	7 	7 	1.0 	-1015.0 	[2, 0] 	0
main	365 	15 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	12 	3 	3 	1.0 	-1011.0 	[2, 0] 	0
main	366 	15 	 T1T2 	 0.0 	10 	3 	3 	1.0 	-1009.0 	20 	6 	6 	1.0 	-1019.0 	[2, 0] 	0
main	367 	15 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	11 	6 	6 	1.0 	-1010.0 	[2, 0] 	0
main	368 	15 	 T1T2 	 0.0 	10 	1 	7 	0.0 	-1009.0 	15 	9 	9 	1.0 	-1014.0 	[2, 0] 	0
main	369 	15 	 T1T2 	 0.0 	10 	2 	2 	1.0 	-1009.0 	18 	0 	0 	1.0 	-1017.0 	[2, 0] 	0
main	370 	15 	 T1T2 	 0.0 	14 	3 	0 	0.0 	-1013.0 	16 	6 	3 	0.0 	-1015.0 	[2, 0] 	0
main	371 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	24 	2 	2 	1.0 	-1023.0 	[2, 0] 	0
main	372 	15 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	15 	9 	9 	1.0 	-1014.0 	[2, 0] 	0
main	373 	15 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	19 	8 	8 	1.0 	-1018.0 	[2, 0] 	0
