experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,answerPos1,answer1,response1,correct1,responsePosRelative1,spatialPos,timingBlips
main,83,16, T1T2 ,0,10,5,9,0,-1009,20,2,3,0,-1019,"[6, 0] ",0
main,84,16, T1T2 ,0,10,1,2,0,-1009,11,2,0,0,-1010,"[6, 0] ",0
main,85,16, T1T2 ,0,6,5,4,0,-1005,11,4,5,0,-1010,"[6, 0] ",0
main,86,16, T1T2 ,0,6,6,6,1,-1005,8,5,2,0,-1007,"[6, 0] ",0
main,87,16, T1T2 ,0,6,8,7,0,-1005,14,2,2,1,-1013,"[6, 0] ",0
main,88,16, T1T2 ,0,6,0,7,0,-1005,16,1,1,1,-1015,"[6, 0] ",0
main,89,16, T1T2 ,0,6,1,1,1,-1005,7,5,1,0,-1006,"[6, 0] ",0
main,90,16, T1T2 ,0,14,5,0,0,-1013,19,0,1,0,-1018,"[6, 0] ",0
main,91,16, T1T2 ,0,14,9,8,0,-1013,16,5,9,0,-1015,"[6, 0] ",0
main,92,16, T1T2 ,0,14,9,9,1,-1013,22,4,4,1,-1021,"[6, 0] ",0
main,93,16, T1T2 ,0,14,4,8,0,-1013,24,7,4,0,-1023,"[6, 0] ",0
main,94,16, T1T2 ,0,14,8,0,0,-1013,15,0,8,0,-1014,"[6, 0] ",0
main,95,16, T1T2 ,0,8,1,8,0,-1007,13,8,1,0,-1012,"[6, 0] ",0
main,96,16, T1T2 ,0,8,6,7,0,-1007,10,7,2,0,-1009,"[6, 0] ",0
main,97,16, T1T2 ,0,8,9,0,0,-1007,16,6,3,0,-1015,"[6, 0] ",0
main,98,16, T1T2 ,0,8,2,2,1,-1007,18,8,8,1,-1017,"[6, 0] ",0
main,99,16, T1T2 ,0,8,1,3,0,-1007,9,0,9,0,-1008,"[6, 0] ",0
main,100,16, T1T2 ,0,10,0,0,1,-1009,15,8,0,0,-1014,"[2, 0] ",0
main,101,16, T1T2 ,0,10,2,0,0,-1009,12,3,2,0,-1011,"[2, 0] ",0
main,102,16, T1T2 ,0,10,5,5,1,-1009,18,3,3,1,-1017,"[2, 0] ",0
main,103,16, T1T2 ,0,10,7,9,0,-1009,20,0,2,0,-1019,"[2, 0] ",0
main,104,16, T1T2 ,0,10,5,7,0,-1009,11,8,8,1,-1010,"[2, 0] ",0
main,105,16, T1T2 ,0,6,6,6,1,-1005,11,8,8,1,-1010,"[2, 0] ",0
main,106,16, T1T2 ,0,6,1,1,1,-1005,8,0,8,0,-1007,"[2, 0] ",0
main,107,16, T1T2 ,0,6,4,4,1,-1005,14,6,6,1,-1013,"[2, 0] ",0
main,108,16, T1T2 ,0,6,3,3,1,-1005,16,6,6,1,-1015,"[2, 0] ",0
main,109,16, T1T2 ,0,6,2,2,1,-1005,7,5,6,0,-1006,"[2, 0] ",0
main,110,16, T1T2 ,0,14,3,3,1,-1013,19,4,4,1,-1018,"[2, 0] ",0
main,111,16, T1T2 ,0,14,3,8,0,-1013,16,9,3,0,-1015,"[2, 0] ",0
main,112,16, T1T2 ,0,14,4,4,1,-1013,22,9,9,1,-1021,"[2, 0] ",0
main,113,16, T1T2 ,0,14,0,8,0,-1013,24,5,8,0,-1023,"[2, 0] ",0
main,114,16, T1T2 ,0,14,4,4,1,-1013,15,1,1,1,-1014,"[2, 0] ",0
main,115,16, T1T2 ,0,8,0,1,0,-1007,13,9,9,1,-1012,"[2, 0] ",0
main,116,16, T1T2 ,0,8,6,6,1,-1007,10,2,0,0,-1009,"[2, 0] ",0
main,117,16, T1T2 ,0,8,1,1,1,-1007,16,6,6,1,-1015,"[2, 0] ",0
main,118,16, T1T2 ,0,8,9,9,1,-1007,18,6,6,1,-1017,"[2, 0] ",0
main,119,16, T1T2 ,0,8,3,2,0,-1007,9,2,0,0,-1008,"[2, 0] ",0
main,120,16, T1T2 ,0,10,3,3,1,-1009,15,1,1,1,-1014,"[-6, 0] ",0
main,121,16, T1T2 ,0,10,6,5,0,-1009,12,5,6,0,-1011,"[-6, 0] ",0
main,122,16, T1T2 ,0,10,6,6,1,-1009,18,4,2,0,-1017,"[-6, 0] ",0
main,123,16, T1T2 ,0,10,5,9,0,-1009,20,2,2,1,-1019,"[-6, 0] ",0
main,124,16, T1T2 ,0,10,6,6,1,-1009,11,5,3,0,-1010,"[-6, 0] ",0
main,125,16, T1T2 ,0,6,2,2,1,-1005,11,3,8,0,-1010,"[-6, 0] ",0
main,126,16, T1T2 ,0,6,4,4,1,-1005,8,5,6,0,-1007,"[-6, 0] ",0
main,127,16, T1T2 ,0,6,8,8,1,-1005,14,1,1,1,-1013,"[-6, 0] ",0
main,128,16, T1T2 ,0,6,2,2,1,-1005,16,0,0,1,-1015,"[-6, 0] ",0
main,129,16, T1T2 ,0,6,9,4,0,-1005,7,4,6,0,-1006,"[-6, 0] ",0
main,130,16, T1T2 ,0,14,5,6,0,-1013,19,7,8,0,-1018,"[-6, 0] ",0
main,131,16, T1T2 ,0,14,5,8,0,-1013,16,8,4,0,-1015,"[-6, 0] ",0
main,132,16, T1T2 ,0,14,3,5,0,-1013,22,4,3,0,-1021,"[-6, 0] ",0
main,133,16, T1T2 ,0,14,4,4,1,-1013,24,6,6,1,-1023,"[-6, 0] ",0
main,134,16, T1T2 ,0,14,1,1,1,-1013,15,0,9,0,-1014,"[-6, 0] ",0
main,135,16, T1T2 ,0,8,8,8,1,-1007,13,3,6,0,-1012,"[-6, 0] ",13
main,136,16, T1T2 ,0,8,3,3,1,-1007,10,7,5,0,-1009,"[-6, 0] ",0
main,137,16, T1T2 ,0,8,4,4,1,-1007,16,8,8,1,-1015,"[-6, 0] ",0
main,138,16, T1T2 ,0,8,1,9,0,-1007,18,4,4,1,-1017,"[-6, 0] ",0
main,139,16, T1T2 ,0,8,9,3,0,-1007,9,3,3,1,-1008,"[-6, 0] ",0
main,140,16, T1T2 ,0,10,6,5,0,-1009,15,3,3,1,-1014,"[-2, 0] ",0
main,141,16, T1T2 ,0,10,1,1,1,-1009,12,4,4,1,-1011,"[-2, 0] ",0
main,142,16, T1T2 ,0,10,8,8,1,-1009,18,2,2,1,-1017,"[-2, 0] ",0
main,143,16, T1T2 ,0,10,8,3,0,-1009,20,0,8,0,-1019,"[-2, 0] ",0
main,144,16, T1T2 ,0,10,3,3,1,-1009,11,1,1,1,-1010,"[-2, 0] ",0
main,145,16, T1T2 ,0,6,3,3,1,-1005,11,2,2,1,-1010,"[-2, 0] ",0
main,146,16, T1T2 ,0,6,9,9,1,-1005,8,1,1,1,-1007,"[-2, 0] ",0
main,147,16, T1T2 ,0,6,7,7,1,-1005,14,5,5,1,-1013,"[-2, 0] ",0
main,148,16, T1T2 ,0,6,6,6,1,-1005,16,0,0,1,-1015,"[-2, 0] ",0
main,149,16, T1T2 ,0,6,7,7,1,-1005,7,0,1,0,-1006,"[-2, 0] ",1
main,150,16, T1T2 ,0,14,0,0,1,-1013,19,7,7,1,-1018,"[-2, 0] ",0
main,151,16, T1T2 ,0,14,9,9,1,-1013,16,1,4,0,-1015,"[-2, 0] ",0
main,152,16, T1T2 ,0,14,6,6,1,-1013,22,5,0,0,-1021,"[-2, 0] ",0
main,153,16, T1T2 ,0,14,9,7,0,-1013,24,7,7,1,-1023,"[-2, 0] ",0
main,154,16, T1T2 ,0,14,4,6,0,-1013,15,6,6,1,-1014,"[-2, 0] ",0
main,155,16, T1T2 ,0,8,0,0,1,-1007,13,5,5,1,-1012,"[-2, 0] ",0
main,156,16, T1T2 ,0,8,4,1,0,-1007,10,5,6,0,-1009,"[-2, 0] ",0
main,157,16, T1T2 ,0,8,9,9,1,-1007,16,6,1,0,-1015,"[-2, 0] ",0
main,158,16, T1T2 ,0,8,8,8,1,-1007,18,1,1,1,-1017,"[-2, 0] ",0
main,159,16, T1T2 ,0,8,6,8,0,-1007,9,8,1,0,-1008,"[-2, 0] ",0
main,160,16, T1T2 ,0,10,8,8,1,-1009,15,2,2,1,-1014,"[6, 0] ",0
main,161,16, T1T2 ,0,10,3,8,0,-1009,12,8,3,0,-1011,"[6, 0] ",0
main,162,16, T1T2 ,0,10,9,7,0,-1009,18,0,2,0,-1017,"[6, 0] ",0
main,163,16, T1T2 ,0,10,2,2,1,-1009,20,0,2,0,-1019,"[6, 0] ",0
main,164,16, T1T2 ,0,10,0,5,0,-1009,11,5,9,0,-1010,"[6, 0] ",0
main,165,16, T1T2 ,0,6,0,6,0,-1005,11,6,5,0,-1010,"[6, 0] ",0
main,166,16, T1T2 ,0,6,5,4,0,-1005,8,4,3,0,-1007,"[6, 0] ",0
main,167,16, T1T2 ,0,6,9,3,0,-1005,14,3,3,1,-1013,"[6, 0] ",0
main,168,16, T1T2 ,0,6,9,9,1,-1005,16,2,2,1,-1015,"[6, 0] ",0
main,169,16, T1T2 ,0,6,7,6,0,-1005,7,6,9,0,-1006,"[6, 0] ",0
main,170,16, T1T2 ,0,14,8,8,1,-1013,19,9,9,1,-1018,"[6, 0] ",0
main,171,16, T1T2 ,0,14,7,8,0,-1013,16,4,3,0,-1015,"[6, 0] ",0
main,172,16, T1T2 ,0,14,9,2,0,-1013,22,5,4,0,-1021,"[6, 0] ",0
main,173,16, T1T2 ,0,14,7,9,0,-1013,24,4,6,0,-1023,"[6, 0] ",0
main,174,16, T1T2 ,0,14,4,0,0,-1013,15,5,2,0,-1014,"[6, 0] ",0
main,175,16, T1T2 ,0,8,7,7,1,-1007,13,4,8,0,-1012,"[6, 0] ",0
main,176,16, T1T2 ,0,8,5,0,0,-1007,10,6,6,1,-1009,"[6, 0] ",0
main,177,16, T1T2 ,0,8,4,8,0,-1007,16,1,1,1,-1015,"[6, 0] ",0
main,178,16, T1T2 ,0,8,3,3,1,-1007,18,1,1,1,-1017,"[6, 0] ",0
main,179,16, T1T2 ,0,8,5,3,0,-1007,9,3,0,0,-1008,"[6, 0] ",0
main,180,16, T1T2 ,0,10,7,8,0,-1009,15,8,0,0,-1014,"[2, 0] ",0
main,181,16, T1T2 ,0,10,4,6,0,-1009,12,6,4,0,-1011,"[2, 0] ",0
main,182,16, T1T2 ,0,10,2,2,1,-1009,18,7,7,1,-1017,"[2, 0] ",0
main,183,16, T1T2 ,0,10,6,6,1,-1009,20,4,4,1,-1019,"[2, 0] ",0
main,184,16, T1T2 ,0,10,0,8,0,-1009,11,8,0,0,-1010,"[2, 0] ",0
main,185,16, T1T2 ,0,6,5,5,1,-1005,11,0,0,1,-1010,"[2, 0] ",0
main,186,16, T1T2 ,0,6,5,8,0,-1005,8,8,8,1,-1007,"[2, 0] ",0
main,187,16, T1T2 ,0,6,0,0,1,-1005,14,9,9,1,-1013,"[2, 0] ",1
main,188,16, T1T2 ,0,6,6,6,1,-1005,16,3,4,0,-1015,"[2, 0] ",0
main,189,16, T1T2 ,0,6,5,4,0,-1005,7,9,8,0,-1006,"[2, 0] ",0
main,190,16, T1T2 ,0,14,6,6,1,-1013,19,3,3,1,-1018,"[2, 0] ",0
main,191,16, T1T2 ,0,14,7,7,1,-1013,16,5,5,1,-1015,"[2, 0] ",0
main,192,16, T1T2 ,0,14,1,1,1,-1013,22,3,3,1,-1021,"[2, 0] ",0
main,193,16, T1T2 ,0,14,5,5,1,-1013,24,0,0,1,-1023,"[2, 0] ",0
main,194,16, T1T2 ,0,14,7,1,0,-1013,15,8,8,1,-1014,"[2, 0] ",0
main,195,16, T1T2 ,0,8,4,4,1,-1007,13,1,1,1,-1012,"[2, 0] ",0
main,196,16, T1T2 ,0,8,6,8,0,-1007,10,1,4,0,-1009,"[2, 0] ",0
main,197,16, T1T2 ,0,8,5,6,0,-1007,16,0,0,1,-1015,"[2, 0] ",0
main,198,16, T1T2 ,0,8,4,4,1,-1007,18,1,1,1,-1017,"[2, 0] ",0
main,199,16, T1T2 ,0,8,4,5,0,-1007,9,2,2,1,-1008,"[2, 0] ",0
main,200,16, T1T2 ,0,10,6,6,1,-1009,15,9,9,1,-1014,"[-6, 0] ",0
main,201,16, T1T2 ,0,10,0,7,0,-1009,12,7,0,0,-1011,"[-6, 0] ",0
main,202,16, T1T2 ,0,10,6,7,0,-1009,18,5,5,1,-1017,"[-6, 0] ",0
main,203,16, T1T2 ,0,10,7,7,1,-1009,20,9,9,1,-1019,"[-6, 0] ",0
main,204,16, T1T2 ,0,10,4,4,1,-1009,11,7,1,0,-1010,"[-6, 0] ",0
main,205,16, T1T2 ,0,6,9,9,1,-1005,11,1,1,1,-1010,"[-6, 0] ",0
main,206,16, T1T2 ,0,6,4,6,0,-1005,8,6,8,0,-1007,"[-6, 0] ",0
main,207,16, T1T2 ,0,6,2,2,1,-1005,14,0,1,0,-1013,"[-6, 0] ",0
main,208,16, T1T2 ,0,6,4,4,1,-1005,16,3,9,0,-1015,"[-6, 0] ",0
main,209,16, T1T2 ,0,6,7,7,1,-1005,7,3,3,1,-1006,"[-6, 0] ",0
main,210,16, T1T2 ,0,14,6,9,0,-1013,19,0,2,0,-1018,"[-6, 0] ",0
main,211,16, T1T2 ,0,14,9,9,1,-1013,16,0,2,0,-1015,"[-6, 0] ",0
main,212,16, T1T2 ,0,14,6,6,1,-1013,22,4,1,0,-1021,"[-6, 0] ",0
main,213,16, T1T2 ,0,14,7,5,0,-1013,24,6,6,1,-1023,"[-6, 0] ",0
main,214,16, T1T2 ,0,14,8,7,0,-1013,15,7,8,0,-1014,"[-6, 0] ",0
main,215,16, T1T2 ,0,8,5,5,1,-1007,13,4,8,0,-1012,"[-6, 0] ",0
main,216,16, T1T2 ,0,8,5,1,0,-1007,10,3,3,1,-1009,"[-6, 0] ",0
main,217,16, T1T2 ,0,8,3,3,1,-1007,16,4,5,0,-1015,"[-6, 0] ",0
main,218,16, T1T2 ,0,8,0,8,0,-1007,18,2,2,1,-1017,"[-6, 0] ",0
main,219,16, T1T2 ,0,8,6,1,0,-1007,9,7,7,1,-1008,"[-6, 0] ",0
main,220,16, T1T2 ,0,10,0,4,0,-1009,15,4,0,0,-1014,"[-2, 0] ",0
main,221,16, T1T2 ,0,10,1,1,1,-1009,12,0,1,0,-1011,"[-2, 0] ",0
main,222,16, T1T2 ,0,10,7,9,0,-1009,18,3,3,1,-1017,"[-2, 0] ",0
main,223,16, T1T2 ,0,10,2,2,1,-1009,20,7,7,1,-1019,"[-2, 0] ",0
main,224,16, T1T2 ,0,10,3,7,0,-1009,11,9,3,0,-1010,"[-2, 0] ",0
main,225,16, T1T2 ,0,6,8,8,1,-1005,11,9,9,1,-1010,"[-2, 0] ",0
main,226,16, T1T2 ,0,6,0,2,0,-1005,8,2,2,1,-1007,"[-2, 0] ",0
main,227,16, T1T2 ,0,6,0,0,1,-1005,14,6,6,1,-1013,"[-2, 0] ",0
main,228,16, T1T2 ,0,6,0,8,0,-1005,16,9,9,1,-1015,"[-2, 0] ",0
main,229,16, T1T2 ,0,6,9,9,1,-1005,7,4,4,1,-1006,"[-2, 0] ",0
main,230,16, T1T2 ,0,14,3,3,1,-1013,19,1,0,0,-1018,"[-2, 0] ",0
main,231,16, T1T2 ,0,14,2,1,0,-1013,16,7,2,0,-1015,"[-2, 0] ",0
main,232,16, T1T2 ,0,14,2,2,1,-1013,22,7,7,1,-1021,"[-2, 0] ",0
main,233,16, T1T2 ,0,14,6,1,0,-1013,24,7,7,1,-1023,"[-2, 0] ",0
main,234,16, T1T2 ,0,14,7,5,0,-1013,15,5,7,0,-1014,"[-2, 0] ",0
main,235,16, T1T2 ,0,8,6,6,1,-1007,13,0,1,0,-1012,"[-2, 0] ",0
main,236,16, T1T2 ,0,8,3,3,1,-1007,10,0,8,0,-1009,"[-2, 0] ",0
main,237,16, T1T2 ,0,8,9,1,0,-1007,16,0,9,0,-1015,"[-2, 0] ",0
main,238,16, T1T2 ,0,8,6,6,1,-1007,18,4,4,1,-1017,"[-2, 0] ",0
main,239,16, T1T2 ,0,8,0,1,0,-1007,9,9,6,0,-1008,"[-2, 0] ",0
main,240,16, T1T2 ,0,10,6,6,1,-1009,15,5,5,1,-1014,"[6, 0] ",0
main,241,16, T1T2 ,0,10,9,4,0,-1009,12,2,8,0,-1011,"[6, 0] ",0
main,242,16, T1T2 ,0,10,9,9,1,-1009,18,6,9,0,-1017,"[6, 0] ",0
main,243,16, T1T2 ,0,10,8,8,1,-1009,20,7,1,0,-1019,"[6, 0] ",0
main,244,16, T1T2 ,0,10,7,0,0,-1009,11,0,7,0,-1010,"[6, 0] ",0
main,245,16, T1T2 ,0,6,8,8,1,-1005,11,4,4,1,-1010,"[6, 0] ",0
main,246,16, T1T2 ,0,6,2,2,1,-1005,8,9,7,0,-1007,"[6, 0] ",0
main,247,16, T1T2 ,0,6,1,3,0,-1005,14,6,8,0,-1013,"[6, 0] ",0
main,248,16, T1T2 ,0,6,6,6,1,-1005,16,0,1,0,-1015,"[6, 0] ",1
main,249,16, T1T2 ,0,6,8,8,1,-1005,7,6,1,0,-1006,"[6, 0] ",0
main,250,16, T1T2 ,0,14,8,8,1,-1013,19,0,0,1,-1018,"[6, 0] ",0
main,251,16, T1T2 ,0,14,5,2,0,-1013,16,1,1,1,-1015,"[6, 0] ",0
main,252,16, T1T2 ,0,14,6,6,1,-1013,22,2,0,0,-1021,"[6, 0] ",0
main,253,16, T1T2 ,0,14,1,1,1,-1013,24,2,2,1,-1023,"[6, 0] ",0
main,254,16, T1T2 ,0,14,5,5,1,-1013,15,2,2,1,-1014,"[6, 0] ",0
main,255,16, T1T2 ,0,8,5,9,0,-1007,13,6,8,0,-1012,"[6, 0] ",0
main,256,16, T1T2 ,0,8,8,6,0,-1007,10,3,3,1,-1009,"[6, 0] ",0
main,257,16, T1T2 ,0,8,2,2,1,-1007,16,8,8,1,-1015,"[6, 0] ",0
main,258,16, T1T2 ,0,8,2,2,1,-1007,18,0,0,1,-1017,"[6, 0] ",0
main,259,16, T1T2 ,0,8,4,4,1,-1007,9,7,7,1,-1008,"[6, 0] ",0
main,260,16, T1T2 ,0,10,7,7,1,-1009,15,5,8,0,-1014,"[2, 0] ",0
main,261,16, T1T2 ,0,10,9,0,0,-1009,12,7,9,0,-1011,"[2, 0] ",0
main,262,16, T1T2 ,0,10,3,3,1,-1009,18,9,8,0,-1017,"[2, 0] ",0
main,263,16, T1T2 ,0,10,7,7,1,-1009,20,1,1,1,-1019,"[2, 0] ",0
main,264,16, T1T2 ,0,10,0,1,0,-1009,11,7,7,1,-1010,"[2, 0] ",0
main,265,16, T1T2 ,0,6,4,0,0,-1005,11,2,4,0,-1010,"[2, 0] ",2
main,266,16, T1T2 ,0,6,9,9,1,-1005,8,7,2,0,-1007,"[2, 0] ",0
main,267,16, T1T2 ,0,6,1,1,1,-1005,14,3,3,1,-1013,"[2, 0] ",0
main,268,16, T1T2 ,0,6,0,7,0,-1005,16,2,2,1,-1015,"[2, 0] ",0
main,269,16, T1T2 ,0,6,1,2,0,-1005,7,6,6,1,-1006,"[2, 0] ",0
main,270,16, T1T2 ,0,14,6,0,0,-1013,19,7,7,1,-1018,"[2, 0] ",0
main,271,16, T1T2 ,0,14,1,1,1,-1013,16,3,3,1,-1015,"[2, 0] ",0
main,272,16, T1T2 ,0,14,7,2,0,-1013,22,9,8,0,-1021,"[2, 0] ",0
main,273,16, T1T2 ,0,14,0,8,0,-1013,24,8,8,1,-1023,"[2, 0] ",0
