experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlips
main	0 	1 	 T1T2 	 0.0 	6 	1 	2 	0.0 	-1005.0 	7 	2 	6 	0.0 	-1006.0 	[-2, 0] 	0
main	1 	1 	 T1T2 	 0.0 	6 	9 	3 	0.0 	-1005.0 	8 	7 	9 	0.0 	-1007.0 	[-2, 0] 	0
main	2 	1 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	3 	3 	1.0 	-1013.0 	[-2, 0] 	0
main	3 	1 	 T1T2 	 0.0 	6 	2 	2 	1.0 	-1005.0 	16 	0 	0 	1.0 	-1015.0 	[-2, 0] 	0
main	4 	1 	 T1T2 	 0.0 	6 	4 	4 	1.0 	-1005.0 	11 	6 	6 	1.0 	-1010.0 	[-2, 0] 	0
main	5 	1 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	9 	7 	0 	0.0 	-1008.0 	[-2, 0] 	0
main	6 	1 	 T1T2 	 0.0 	8 	6 	7 	0.0 	-1007.0 	10 	1 	0 	0.0 	-1009.0 	[-2, 0] 	0
main	7 	1 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	16 	8 	8 	1.0 	-1015.0 	[-2, 0] 	0
main	8 	1 	 T1T2 	 0.0 	8 	6 	6 	1.0 	-1007.0 	18 	2 	2 	1.0 	-1017.0 	[-2, 0] 	0
main	9 	1 	 T1T2 	 0.0 	8 	7 	7 	1.0 	-1007.0 	13 	6 	3 	0.0 	-1012.0 	[-2, 0] 	0
main	10 	1 	 T1T2 	 0.0 	10 	1 	8 	0.0 	-1009.0 	11 	8 	1 	0.0 	-1010.0 	[-2, 0] 	0
main	11 	1 	 T1T2 	 0.0 	10 	1 	1 	1.0 	-1009.0 	12 	4 	6 	0.0 	-1011.0 	[-2, 0] 	0
main	12 	1 	 T1T2 	 0.0 	10 	6 	6 	1.0 	-1009.0 	18 	1 	1 	1.0 	-1017.0 	[-2, 0] 	0
main	13 	1 	 T1T2 	 0.0 	10 	1 	2 	0.0 	-1009.0 	20 	2 	1 	0.0 	-1019.0 	[-2, 0] 	0
main	14 	1 	 T1T2 	 0.0 	10 	7 	6 	0.0 	-1009.0 	15 	4 	1 	0.0 	-1014.0 	[-2, 0] 	0
main	15 	1 	 T1T2 	 0.0 	14 	9 	4 	0.0 	-1013.0 	15 	4 	9 	0.0 	-1014.0 	[-2, 0] 	0
main	16 	1 	 T1T2 	 0.0 	14 	4 	4 	1.0 	-1013.0 	16 	5 	9 	0.0 	-1015.0 	[-2, 0] 	0
main	17 	1 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	22 	3 	3 	1.0 	-1021.0 	[-2, 0] 	0
main	18 	1 	 T1T2 	 0.0 	14 	5 	5 	1.0 	-1013.0 	24 	6 	6 	1.0 	-1023.0 	[-2, 0] 	0
main	19 	1 	 T1T2 	 0.0 	14 	4 	5 	0.0 	-1013.0 	19 	5 	5 	1.0 	-1018.0 	[-2, 0] 	0
main	20 	1 	 T1T2 	 0.0 	6 	6 	3 	0.0 	-1005.0 	7 	3 	7 	0.0 	-1006.0 	[6, 0] 	0
main	21 	1 	 T1T2 	 0.0 	6 	0 	3 	0.0 	-1005.0 	8 	3 	0 	0.0 	-1007.0 	[6, 0] 	0
main	22 	1 	 T1T2 	 0.0 	6 	9 	9 	1.0 	-1005.0 	14 	6 	6 	1.0 	-1013.0 	[6, 0] 	0
main	23 	1 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	16 	2 	6 	0.0 	-1015.0 	[6, 0] 	0
main	24 	1 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	11 	5 	5 	1.0 	-1010.0 	[6, 0] 	0
main	25 	1 	 T1T2 	 0.0 	8 	5 	1 	0.0 	-1007.0 	9 	0 	4 	0.0 	-1008.0 	[6, 0] 	0
main	26 	1 	 T1T2 	 0.0 	8 	7 	1 	0.0 	-1007.0 	10 	3 	3 	1.0 	-1009.0 	[6, 0] 	0
main	27 	1 	 T1T2 	 0.0 	8 	5 	5 	1.0 	-1007.0 	16 	1 	1 	1.0 	-1015.0 	[6, 0] 	0
