experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,answerPos1,answer1,response1,correct1,responsePosRelative1,spatialPos,timingBlips
main,0,10, T1T2 ,0,14,8,8,1,-1013,24,2,2,1,-1023,"[6, 0] ",0
main,1,10, T1T2 ,0,14,7,7,1,-1013,15,1,0,0,-1014,"[6, 0] ",0
main,2,10, T1T2 ,0,14,2,2,1,-1013,19,3,3,1,-1018,"[6, 0] ",0
main,3,10, T1T2 ,0,14,0,0,1,-1013,16,8,8,1,-1015,"[6, 0] ",0
main,4,10, T1T2 ,0,14,1,1,1,-1013,22,6,7,0,-1021,"[6, 0] ",0
main,5,10, T1T2 ,0,6,2,2,1,-1005,16,4,4,1,-1015,"[6, 0] ",0
main,6,10, T1T2 ,0,6,8,8,1,-1005,7,0,1,0,-1006,"[6, 0] ",0
main,7,10, T1T2 ,0,6,1,8,0,-1005,11,8,1,0,-1010,"[6, 0] ",0
main,8,10, T1T2 ,0,6,7,7,1,-1005,8,1,3,0,-1007,"[6, 0] ",0
main,9,10, T1T2 ,0,6,6,5,0,-1005,14,4,4,1,-1013,"[6, 0] ",0
main,10,10, T1T2 ,0,8,6,6,1,-1007,18,9,9,1,-1017,"[6, 0] ",0
main,11,10, T1T2 ,0,8,5,1,0,-1007,9,1,5,0,-1008,"[6, 0] ",0
main,12,10, T1T2 ,0,8,8,8,1,-1007,13,3,1,0,-1012,"[6, 0] ",0
main,13,10, T1T2 ,0,8,6,6,1,-1007,10,0,0,1,-1009,"[6, 0] ",0
main,14,10, T1T2 ,0,8,2,2,1,-1007,16,0,1,0,-1015,"[6, 0] ",0
main,15,10, T1T2 ,0,10,0,0,1,-1009,20,2,2,1,-1019,"[6, 0] ",0
main,16,10, T1T2 ,0,10,5,5,1,-1009,11,1,1,1,-1010,"[6, 0] ",0
main,17,10, T1T2 ,0,10,1,4,0,-1009,15,8,8,1,-1014,"[6, 0] ",0
main,18,10, T1T2 ,0,10,5,1,0,-1009,12,0,5,0,-1011,"[6, 0] ",0
main,19,10, T1T2 ,0,10,6,6,1,-1009,18,4,4,1,-1017,"[6, 0] ",0
main,20,10, T1T2 ,0,14,3,5,0,-1013,24,5,3,0,-1023,"[-6, 0] ",0
main,21,10, T1T2 ,0,14,6,6,1,-1013,15,7,1,0,-1014,"[-6, 0] ",0
main,22,10, T1T2 ,0,14,0,9,0,-1013,19,9,3,0,-1018,"[-6, 0] ",0
main,23,10, T1T2 ,0,14,4,4,1,-1013,16,6,6,1,-1015,"[-6, 0] ",0
main,24,10, T1T2 ,0,14,4,4,1,-1013,22,1,1,1,-1021,"[-6, 0] ",0
main,25,10, T1T2 ,0,6,7,7,1,-1005,16,8,8,1,-1015,"[-6, 0] ",0
main,26,10, T1T2 ,0,6,4,4,1,-1005,7,8,8,1,-1006,"[-6, 0] ",0
main,27,10, T1T2 ,0,6,4,8,0,-1005,11,1,1,1,-1010,"[-6, 0] ",0
main,28,10, T1T2 ,0,6,9,9,1,-1005,8,5,3,0,-1007,"[-6, 0] ",0
main,29,10, T1T2 ,0,6,0,8,0,-1005,14,5,0,0,-1013,"[-6, 0] ",0
main,30,10, T1T2 ,0,8,0,5,0,-1007,18,9,2,0,-1017,"[-6, 0] ",0
main,31,10, T1T2 ,0,8,2,2,1,-1007,9,6,6,1,-1008,"[-6, 0] ",0
main,32,10, T1T2 ,0,8,8,8,1,-1007,13,1,1,1,-1012,"[-6, 0] ",0
main,33,10, T1T2 ,0,8,8,2,0,-1007,10,2,8,0,-1009,"[-6, 0] ",0
main,34,10, T1T2 ,0,8,4,4,1,-1007,16,2,2,1,-1015,"[-6, 0] ",0
main,35,10, T1T2 ,0,10,8,8,1,-1009,20,0,0,1,-1019,"[-6, 0] ",0
main,36,10, T1T2 ,0,10,0,6,0,-1009,11,6,0,0,-1010,"[-6, 0] ",0
main,37,10, T1T2 ,0,10,9,9,1,-1009,15,6,0,0,-1014,"[-6, 0] ",0
main,38,10, T1T2 ,0,10,1,2,0,-1009,12,2,1,0,-1011,"[-6, 0] ",0
main,39,10, T1T2 ,0,10,2,2,1,-1009,18,5,5,1,-1017,"[-6, 0] ",0
main,40,10, T1T2 ,0,14,0,0,1,-1013,24,2,8,0,-1023,"[-2, 0] ",0
main,41,10, T1T2 ,0,14,8,3,0,-1013,15,3,8,0,-1014,"[-2, 0] ",0
main,42,10, T1T2 ,0,14,9,0,0,-1013,19,5,5,1,-1018,"[-2, 0] ",0
main,43,10, T1T2 ,0,14,3,3,1,-1013,16,5,5,1,-1015,"[-2, 0] ",0
main,44,10, T1T2 ,0,14,0,0,1,-1013,22,5,5,1,-1021,"[-2, 0] ",0
