experimentPhase,trialnum,subject,task,noisePercent,answerPos0,answer0,response0,correct0,responsePosRelative0,answerPos1,answer1,response1,correct1,responsePosRelative1,spatialPos,timingBlips
main,0,9, T1T2 ,0,14,9,1,0,-1013,24,2,2,1,-1023,"[6, 0] ",0
main,1,9, T1T2 ,0,14,1,1,1,-1013,16,0,7,0,-1015,"[6, 0] ",0
main,2,9, T1T2 ,0,14,4,3,0,-1013,22,6,4,0,-1021,"[6, 0] ",0
main,3,9, T1T2 ,0,14,3,3,1,-1013,15,0,0,1,-1014,"[6, 0] ",0
main,4,9, T1T2 ,0,14,3,3,1,-1013,19,1,1,1,-1018,"[6, 0] ",0
main,5,9, T1T2 ,0,10,7,7,1,-1009,20,2,2,1,-1019,"[6, 0] ",0
main,6,9, T1T2 ,0,10,0,6,0,-1009,12,6,1,0,-1011,"[6, 0] ",0
main,7,9, T1T2 ,0,10,0,0,1,-1009,18,7,7,1,-1017,"[6, 0] ",0
main,8,9, T1T2 ,0,10,5,4,0,-1009,11,4,1,0,-1010,"[6, 0] ",0
main,9,9, T1T2 ,0,10,2,1,0,-1009,15,0,2,0,-1014,"[6, 0] ",0
main,10,9, T1T2 ,0,8,3,3,1,-1007,18,0,0,1,-1017,"[6, 0] ",0
main,11,9, T1T2 ,0,8,1,1,1,-1007,10,8,0,0,-1009,"[6, 0] ",0
main,12,9, T1T2 ,0,8,7,7,1,-1007,16,8,1,0,-1015,"[6, 0] ",0
main,13,9, T1T2 ,0,8,0,7,0,-1007,9,8,8,1,-1008,"[6, 0] ",0
main,14,9, T1T2 ,0,8,1,1,1,-1007,13,3,3,1,-1012,"[6, 0] ",0
main,15,9, T1T2 ,0,6,9,9,1,-1005,16,8,8,1,-1015,"[6, 0] ",0
main,16,9, T1T2 ,0,6,3,1,0,-1005,8,0,2,0,-1007,"[6, 0] ",0
main,17,9, T1T2 ,0,6,3,3,1,-1005,14,2,2,1,-1013,"[6, 0] ",0
main,18,9, T1T2 ,0,6,4,3,0,-1005,7,3,2,0,-1006,"[6, 0] ",0
main,19,9, T1T2 ,0,6,6,2,0,-1005,11,2,1,0,-1010,"[6, 0] ",0
main,20,9, T1T2 ,0,14,1,1,1,-1013,24,3,3,1,-1023,"[-6, 0] ",0
main,21,9, T1T2 ,0,14,1,1,1,-1013,16,8,2,0,-1015,"[-6, 0] ",0
main,22,9, T1T2 ,0,14,9,1,0,-1013,22,3,3,1,-1021,"[-6, 0] ",0
main,23,9, T1T2 ,0,14,4,1,0,-1013,15,7,0,0,-1014,"[-6, 0] ",0
main,24,9, T1T2 ,0,14,8,1,0,-1013,19,2,3,0,-1018,"[-6, 0] ",0
main,25,9, T1T2 ,0,10,5,3,0,-1009,20,3,5,0,-1019,"[-6, 0] ",0
main,26,9, T1T2 ,0,10,1,1,1,-1009,12,4,2,0,-1011,"[-6, 0] ",0
main,27,9, T1T2 ,0,10,5,5,1,-1009,18,3,3,1,-1017,"[-6, 0] ",0
main,28,9, T1T2 ,0,10,6,6,1,-1009,11,0,3,0,-1010,"[-6, 0] ",0
main,29,9, T1T2 ,0,10,4,4,1,-1009,15,8,8,1,-1014,"[-6, 0] ",0
main,30,9, T1T2 ,0,8,1,1,1,-1007,18,4,4,1,-1017,"[-6, 0] ",0
main,31,9, T1T2 ,0,8,8,8,1,-1007,10,6,1,0,-1009,"[-6, 0] ",0
main,32,9, T1T2 ,0,8,0,0,1,-1007,16,5,4,0,-1015,"[-6, 0] ",0
main,33,9, T1T2 ,0,8,5,4,0,-1007,9,4,8,0,-1008,"[-6, 0] ",0
main,34,9, T1T2 ,0,8,1,1,1,-1007,13,7,4,0,-1012,"[-6, 0] ",0
main,35,9, T1T2 ,0,6,6,1,0,-1005,16,4,4,1,-1015,"[-6, 0] ",0
main,36,9, T1T2 ,0,6,6,3,0,-1005,8,3,6,0,-1007,"[-6, 0] ",0
main,37,9, T1T2 ,0,6,5,4,0,-1005,14,8,5,0,-1013,"[-6, 0] ",0
main,38,9, T1T2 ,0,6,4,9,0,-1005,7,9,1,0,-1006,"[-6, 0] ",0
main,39,9, T1T2 ,0,6,8,8,1,-1005,11,6,1,0,-1010,"[-6, 0] ",0
main,40,9, T1T2 ,0,14,3,3,1,-1013,24,8,2,0,-1023,"[2, 0] ",0
main,41,9, T1T2 ,0,14,6,2,0,-1013,16,2,1,0,-1015,"[2, 0] ",0
main,42,9, T1T2 ,0,14,6,6,1,-1013,22,2,2,1,-1021,"[2, 0] ",0
main,43,9, T1T2 ,0,14,6,6,1,-1013,15,5,2,0,-1014,"[2, 0] ",0
main,44,9, T1T2 ,0,14,0,9,0,-1013,19,9,0,0,-1018,"[2, 0] ",0
main,45,9, T1T2 ,0,10,4,4,1,-1009,20,6,6,1,-1019,"[2, 0] ",0
main,46,9, T1T2 ,0,10,5,1,0,-1009,12,7,5,0,-1011,"[2, 0] ",0
main,47,9, T1T2 ,0,10,8,8,1,-1009,18,4,4,1,-1017,"[2, 0] ",0
main,48,9, T1T2 ,0,10,5,9,0,-1009,11,9,3,0,-1010,"[2, 0] ",0
main,49,9, T1T2 ,0,10,9,9,1,-1009,15,2,1,0,-1014,"[2, 0] ",0
main,50,9, T1T2 ,0,8,2,2,1,-1007,18,7,7,1,-1017,"[2, 0] ",0
main,51,9, T1T2 ,0,8,2,1,0,-1007,10,1,2,0,-1009,"[2, 0] ",0
main,52,9, T1T2 ,0,8,6,6,1,-1007,16,1,1,1,-1015,"[2, 0] ",0
main,53,9, T1T2 ,0,8,9,3,0,-1007,9,3,1,0,-1008,"[2, 0] ",0
main,54,9, T1T2 ,0,8,6,6,1,-1007,13,9,9,1,-1012,"[2, 0] ",0
main,55,9, T1T2 ,0,6,7,7,1,-1005,16,4,4,1,-1015,"[2, 0] ",0
main,56,9, T1T2 ,0,6,7,7,1,-1005,8,8,1,0,-1007,"[2, 0] ",0
main,57,9, T1T2 ,0,6,4,1,0,-1005,14,0,0,1,-1013,"[2, 0] ",0
main,58,9, T1T2 ,0,6,1,1,1,-1005,7,3,3,1,-1006,"[2, 0] ",0
main,59,9, T1T2 ,0,6,5,5,1,-1005,11,2,2,1,-1010,"[2, 0] ",0
main,60,9, T1T2 ,0,14,4,4,1,-1013,24,1,1,1,-1023,"[-2, 0] ",0
main,61,9, T1T2 ,0,14,7,7,1,-1013,16,1,2,0,-1015,"[-2, 0] ",0
main,62,9, T1T2 ,0,14,2,2,1,-1013,22,1,1,1,-1021,"[-2, 0] ",0
main,63,9, T1T2 ,0,14,1,1,1,-1013,15,4,2,0,-1014,"[-2, 0] ",0
main,64,9, T1T2 ,0,14,9,0,0,-1013,19,4,9,0,-1018,"[-2, 0] ",0
main,65,9, T1T2 ,0,10,6,6,1,-1009,20,0,1,0,-1019,"[-2, 0] ",0
main,66,9, T1T2 ,0,10,4,4,1,-1009,12,8,0,0,-1011,"[-2, 0] ",0
main,67,9, T1T2 ,0,10,5,5,1,-1009,18,8,8,1,-1017,"[-2, 0] ",0
main,68,9, T1T2 ,0,10,7,5,0,-1009,11,5,1,0,-1010,"[-2, 0] ",0
main,69,9, T1T2 ,0,10,8,3,0,-1009,15,6,8,0,-1014,"[-2, 0] ",0
main,70,9, T1T2 ,0,8,6,2,0,-1007,18,2,1,0,-1017,"[-2, 0] ",0
main,71,9, T1T2 ,0,8,0,0,1,-1007,10,9,9,1,-1009,"[-2, 0] ",0
main,72,9, T1T2 ,0,8,4,4,1,-1007,16,2,2,1,-1015,"[-2, 0] ",0
main,73,9, T1T2 ,0,8,0,7,0,-1007,9,7,2,0,-1008,"[-2, 0] ",0
main,74,9, T1T2 ,0,8,7,2,0,-1007,13,4,1,0,-1012,"[-2, 0] ",0
