experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	answerPos1	answer1	response1	correct1	responsePosRelative1	spatialPos	timingBlips
main	0 	1 	 T1T2 	 0.0 	10 	7 	1 	0.0 	-1009.0 	20 	9 	7 	0.0 	-1019.0 	[-2, 0] 	0
main	1 	1 	 T1T2 	 0.0 	10 	2 	6 	0.0 	-1009.0 	12 	6 	0 	0.0 	-1011.0 	[-2, 0] 	0
main	2 	1 	 T1T2 	 0.0 	10 	6 	2 	0.0 	-1009.0 	18 	3 	1 	0.0 	-1017.0 	[-2, 0] 	0
main	3 	1 	 T1T2 	 0.0 	10 	9 	0 	0.0 	-1009.0 	11 	0 	9 	0.0 	-1010.0 	[-2, 0] 	0
main	4 	1 	 T1T2 	 0.0 	10 	5 	5 	1.0 	-1009.0 	15 	3 	3 	1.0 	-1014.0 	[-2, 0] 	0
main	5 	1 	 T1T2 	 0.0 	14 	8 	8 	1.0 	-1013.0 	24 	1 	1 	1.0 	-1023.0 	[-2, 0] 	0
main	6 	1 	 T1T2 	 0.0 	14 	0 	1 	0.0 	-1013.0 	16 	7 	6 	0.0 	-1015.0 	[-2, 0] 	0
main	7 	1 	 T1T2 	 0.0 	14 	9 	9 	1.0 	-1013.0 	22 	4 	4 	1.0 	-1021.0 	[-2, 0] 	0
main	8 	1 	 T1T2 	 0.0 	14 	2 	2 	1.0 	-1013.0 	15 	1 	6 	0.0 	-1014.0 	[-2, 0] 	0
main	9 	1 	 T1T2 	 0.0 	14 	3 	3 	1.0 	-1013.0 	19 	6 	1 	0.0 	-1018.0 	[-2, 0] 	0
main	10 	1 	 T1T2 	 0.0 	6 	8 	8 	1.0 	-1005.0 	16 	3 	4 	0.0 	-1015.0 	[-2, 0] 	0
main	11 	1 	 T1T2 	 0.0 	6 	5 	5 	1.0 	-1005.0 	8 	8 	3 	0.0 	-1007.0 	[-2, 0] 	0
main	12 	1 	 T1T2 	 0.0 	6 	6 	6 	1.0 	-1005.0 	14 	8 	8 	1.0 	-1013.0 	[-2, 0] 	0
main	13 	1 	 T1T2 	 0.0 	6 	6 	1 	0.0 	-1005.0 	7 	1 	6 	0.0 	-1006.0 	[-2, 0] 	0
main	14 	1 	 T1T2 	 0.0 	6 	1 	1 	1.0 	-1005.0 	11 	0 	1 	0.0 	-1010.0 	[-2, 0] 	0
