experimentPhase	trialnum	subject	task	noisePercent	answerPos0	answer0	response0	correct0	responsePosRelative0	timingBlips
main	0 	Hubert 	 T1 	 0.0 	7 	E 	M 	0.0 	1.0 	0
main	1 	Hubert 	 T1 	 0.0 	7 	O 	W 	0.0 	9.0 	0
main	2 	Hubert 	 T1 	 0.0 	7 	K 	V 	0.0 	2.0 	0
main	3 	Hubert 	 T1 	 0.0 	10 	R 	R 	1.0 	0.0 	0
main	4 	Hubert 	 T1 	 0.0 	10 	I 	I 	1.0 	0.0 	0
main	5 	Hubert 	 T1 	 0.0 	6 	I 	Z 	0.0 	-1.0 	1
main	6 	Hubert 	 T1 	 0.0 	6 	F 	F 	1.0 	0.0 	0
main	7 	Hubert 	 T1 	 0.0 	8 	Y 	A 	0.0 	2.0 	0
